Chromosome,Position,Reads
CP048230.1,58849,208
CP048230.1,58887,72
CP048230.1,58932,166
CP048230.1,58933,29
CP048230.1,58940,122
CP048230.1,58999,28
CP048230.1,59007,150
CP048230.1,59046,246
CP048230.1,59146,123
CP048230.1,59276,36
CP048230.1,59283,2
CP048230.1,59449,244
CP048230.1,59633,1
CP048230.1,59998,447
CP048230.1,60145,66
CP048230.1,60439,1
CP048230.1,60678,117
CP048230.1,60754,65
CP048230.1,60875,19
CP048230.1,60949,42
CP048230.1,60950,53
CP048230.1,60955,6
CP048230.1,60956,112
CP048230.1,60988,9
CP048230.1,61053,17
CP048230.1,61060,6
CP048230.1,61106,270
CP048230.1,61112,175
CP048230.1,61113,33
CP048230.1,61119,361
CP048230.1,61151,5
CP048230.1,61158,139
CP048230.1,61187,1
CP048230.1,61242,28
CP048230.1,61350,127
CP048230.1,61369,133
CP048230.1,61376,1
CP048230.1,61377,514
CP048230.1,61384,450
CP048230.1,61397,1
CP048230.1,61406,228
CP048230.1,61460,401
CP048230.1,61575,12
CP048230.1,61581,481
CP048230.1,61605,519
CP048230.1,61612,169
CP048230.1,61614,382
CP048230.1,61621,655
CP048230.1,61636,113
CP048230.1,61641,252
CP048230.1,61652,1
CP048230.1,61670,24
CP048230.1,61686,52
CP048230.1,61693,332
CP048230.1,61808,32
CP048230.1,61812,6
CP048230.1,61815,97
CP048230.1,61863,37
CP048230.1,61946,47
CP048230.1,65422,15
CP048230.1,65554,82
CP048230.1,66131,88
CP048230.1,66574,240
CP048230.1,67511,17
CP048230.1,67965,110
CP048230.1,68680,5
CP048230.1,68829,58
CP048230.1,68842,239
CP048230.1,68876,1
CP048230.1,68949,4
CP048230.1,68956,9
CP048230.1,68963,104
CP048230.1,69066,143
CP048230.1,69119,30
CP048230.1,69650,1
CP048230.1,72666,409
CP048230.1,72791,946
CP048230.1,73073,25
CP048230.1,73089,297
CP048230.1,73096,2
CP048230.1,73107,14
CP048230.1,73108,1195
CP048230.1,73115,1147
CP048230.1,73132,1
CP048230.1,73141,261
CP048230.1,73148,1
CP048230.1,73161,315
CP048230.1,73171,354
CP048230.1,73224,1
CP048230.1,73246,497
CP048230.1,73255,463
CP048230.1,73272,397
CP048230.1,73277,75
CP048230.1,73347,4
CP048230.1,73396,809
CP048230.1,73400,761
CP048230.1,73407,961
CP048230.1,73408,713
CP048230.1,73417,910
CP048230.1,73427,1533
CP048230.1,73436,418
CP048230.1,73664,74
CP048230.1,73717,1
CP048230.1,73720,36
CP048230.1,73753,209
CP048230.1,73773,1310
CP048230.1,73908,496
CP048230.1,74106,66
CP048230.1,74731,477
CP048230.1,74841,15
CP048230.1,75616,5
CP048230.1,75625,43
CP048230.1,75700,38
CP048230.1,75823,41
CP048230.1,75865,77
CP048230.1,75900,9
CP048230.1,75932,699
CP048230.1,75953,3
CP048230.1,76006,49
CP048230.1,76017,1
CP048230.1,76956,298
CP048230.1,77160,58
CP048230.1,77854,28
CP048230.1,77861,85
CP048230.1,77948,112
CP048230.1,78016,374
CP048230.1,78023,693
CP048230.1,78042,8
CP048230.1,78062,257
CP048230.1,78073,2
CP048230.1,78087,904
CP048230.1,78094,1231
CP048230.1,78099,1
CP048230.1,78108,253
CP048230.1,78140,15
CP048230.1,78147,272
CP048230.1,78215,176
CP048230.1,78225,731
CP048230.1,78232,406
CP048230.1,78286,118
CP048230.1,78293,364
CP048230.1,78295,439
CP048230.1,78300,31
CP048230.1,78354,46
CP048230.1,78361,1008
CP048230.1,78370,1
CP048230.1,78372,79
CP048230.1,78379,200
CP048230.1,78387,86
CP048230.1,78415,1
CP048230.1,78422,590
CP048230.1,78441,68
CP048230.1,78445,354
CP048230.1,78477,139
CP048230.1,78484,142
CP048230.1,78522,1431
CP048230.1,78526,430
CP048230.1,78529,1199
CP048230.1,78621,259
CP048230.1,78628,27
CP048230.1,78629,114
CP048230.1,78636,398
CP048230.1,78652,35
CP048230.1,78665,454
CP048230.1,78674,328
CP048230.1,78679,332
CP048230.1,78691,396
CP048230.1,78699,840
CP048230.1,78706,288
CP048230.1,78810,21
CP048230.1,78817,261
CP048230.1,78820,7
CP048230.1,78821,66
CP048230.1,78897,52
CP048230.1,78899,447
CP048230.1,78927,392
CP048230.1,78969,427
CP048230.1,78976,419
CP048230.1,79036,147
CP048230.1,79117,301
CP048230.1,79130,484
CP048230.1,79141,345
CP048230.1,79165,66
CP048230.1,79223,363
CP048230.1,79230,458
CP048230.1,79530,2
CP048230.1,79689,85
CP048230.1,79698,1
CP048230.1,79701,18
CP048230.1,79705,14
CP048230.1,79708,16
CP048230.1,79752,205
CP048230.1,79754,41
CP048230.1,79759,1028
CP048230.1,80767,10
CP048230.1,81374,16
CP048230.1,81498,38
CP048230.1,84035,60
CP048230.1,84042,23
CP048230.1,84063,251
CP048230.1,84071,516
CP048230.1,84078,286
CP048230.1,84174,153
CP048230.1,84179,27
CP048230.1,84187,49
CP048230.1,84191,128
CP048230.1,84203,226
CP048230.1,84210,432
CP048230.1,84860,8
CP048230.1,85423,158
CP048230.1,85449,65
CP048230.1,85991,89
CP048230.1,86025,142
CP048230.1,86029,571
CP048230.1,86036,415
CP048230.1,86178,8
CP048230.1,86202,92
CP048230.1,86208,426
CP048230.1,86213,4
CP048230.1,86215,12
CP048230.1,86219,1
CP048230.1,86226,1
CP048230.1,86356,9
CP048230.1,86470,28
CP048230.1,86529,130
CP048230.1,86538,76
CP048230.1,87276,188
CP048230.1,87369,23
CP048230.1,87382,257
CP048230.1,87410,5
CP048230.1,87421,1
CP048230.1,87542,198
CP048230.1,87557,174
CP048230.1,88297,155
CP048230.1,88544,40
CP048230.1,88758,274
CP048230.1,89335,215
CP048230.1,89400,2
CP048230.1,89580,21
CP048230.1,90538,91
CP048230.1,90616,238
CP048230.1,90631,1
CP048230.1,90754,109
CP048230.1,91938,81
CP048230.1,92019,2
CP048230.1,92050,10
CP048230.1,92132,12
CP048230.1,92985,12
CP048230.1,93040,170
CP048230.1,93045,208
CP048230.1,93053,28
CP048230.1,93133,49
CP048230.1,93937,45
CP048230.1,94202,4
CP048230.1,94712,270
CP048230.1,94771,39
CP048230.1,94802,61
CP048230.1,94809,49
CP048230.1,94880,48
CP048230.1,95025,155
CP048230.1,95034,592
CP048230.1,95041,159
CP048230.1,95052,104
CP048230.1,95076,42
CP048230.1,95101,1
CP048230.1,95113,1190
CP048230.1,95120,334
CP048230.1,95131,297
CP048230.1,95140,69
CP048230.1,95200,144
CP048230.1,95225,143
CP048230.1,95232,817
CP048230.1,95268,117
CP048230.1,95462,93
CP048230.1,95469,147
CP048230.1,96232,12
CP048230.1,96536,185
CP048230.1,96570,263
CP048230.1,96690,17
CP048230.1,96693,106
CP048230.1,96874,1076
CP048230.1,96943,289
CP048230.1,96988,184
CP048230.1,97020,333
CP048230.1,97026,1
CP048230.1,97027,419
CP048230.1,97054,201
CP048230.1,97070,124
CP048230.1,97081,8
CP048230.1,97104,577
CP048230.1,97133,168
CP048230.1,97171,61
CP048230.1,97178,693
CP048230.1,97248,694
CP048230.1,97260,602
CP048230.1,97397,50
CP048230.1,97413,97
CP048230.1,97424,379
CP048230.1,97505,338
CP048230.1,97551,1
CP048230.1,97576,2
CP048230.1,97583,69
CP048230.1,97595,498
CP048230.1,97954,1
CP048230.1,97987,96
CP048230.1,98066,272
CP048230.1,98127,1
CP048230.1,98134,1
CP048230.1,98146,109
CP048230.1,98150,173
CP048230.1,98156,118
CP048230.1,98324,178
CP048230.1,98356,5
CP048230.1,98407,358
CP048230.1,98414,1527
CP048230.1,98635,113
CP048230.1,98655,57
CP048230.1,98660,222
CP048230.1,98666,15
CP048230.1,98680,275
CP048230.1,98689,150
CP048230.1,98732,32
CP048230.1,98788,3
CP048230.1,98819,11
CP048230.1,98839,6
CP048230.1,98854,31
CP048230.1,98857,4
CP048230.1,98886,109
CP048230.1,99038,10
CP048230.1,99105,7
CP048230.1,99112,1
CP048230.1,99151,375
CP048230.1,99169,21
CP048230.1,99221,3
CP048230.1,99244,345
CP048230.1,99251,322
CP048230.1,99266,4
CP048230.1,99292,244
CP048230.1,99299,295
CP048230.1,99360,65
CP048230.1,99391,175
CP048230.1,99398,271
CP048230.1,99413,137
CP048230.1,99451,225
CP048230.1,99483,69
CP048230.1,99491,57
CP048230.1,99495,195
CP048230.1,99522,39
CP048230.1,99714,45
CP048230.1,99786,1
CP048230.1,99812,46
CP048230.1,100053,247
CP048230.1,100060,154
CP048230.1,100269,1
CP048230.1,100597,176
CP048230.1,100853,143
CP048230.1,100906,144
CP048230.1,101026,21
CP048230.1,101115,182
CP048230.1,101122,333
CP048230.1,101506,75
CP048230.1,101650,245
CP048230.1,101695,44
CP048230.1,101872,20
CP048230.1,101880,129
CP048230.1,102002,23
CP048230.1,102125,33
CP048230.1,102144,1
CP048230.1,102491,1
CP048230.1,102539,85
CP048230.1,106135,5
CP048230.1,106184,127
CP048230.1,106323,44
CP048230.1,106328,16
CP048230.1,106450,44
CP048230.1,107705,27
CP048230.1,107712,538
CP048230.1,107716,55
CP048230.1,108826,11
CP048230.1,108849,18
CP048230.1,108885,154
CP048230.1,109472,19
CP048230.1,109481,64
CP048230.1,110840,92
CP048230.1,111481,115
CP048230.1,111538,31
CP048230.1,111636,80
CP048230.1,114014,5
CP048230.1,114112,210
CP048230.1,114120,160
CP048230.1,114141,29
CP048230.1,114625,2
CP048230.1,114765,1
CP048230.1,117149,95
CP048230.1,117293,89
CP048230.1,118459,55
CP048230.1,119283,119
CP048230.1,119285,44
CP048230.1,120760,519
CP048230.1,120768,122
CP048230.1,120948,1
CP048230.1,121007,145
CP048230.1,121010,304
CP048230.1,121026,722
CP048230.1,121033,190
CP048230.1,121122,3
CP048230.1,121421,2
CP048230.1,121605,29
CP048230.1,121886,459
CP048230.1,121967,4
CP048230.1,121974,214
CP048230.1,122078,301
CP048230.1,122206,108
CP048230.1,122253,52
CP048230.1,122400,285
CP048230.1,122437,2
CP048230.1,122443,354
CP048230.1,122446,127
CP048230.1,122511,1
CP048230.1,122526,42
CP048230.1,122538,916
CP048230.1,122545,20
CP048230.1,122546,996
CP048230.1,122595,108
CP048230.1,122617,279
CP048230.1,122666,275
CP048230.1,122704,42
CP048230.1,122711,1895
CP048230.1,122726,781
CP048230.1,122733,453
CP048230.1,122765,10
CP048230.1,122787,403
CP048230.1,122807,373
CP048230.1,122812,15
CP048230.1,122849,21
CP048230.1,122953,140
CP048230.1,123029,2
CP048230.1,123045,135
CP048230.1,123112,85
CP048230.1,123152,112
CP048230.1,123161,423
CP048230.1,123212,3
CP048230.1,123253,1
CP048230.1,123260,451
CP048230.1,123325,914
CP048230.1,123336,79
CP048230.1,123341,7
CP048230.1,123353,144
CP048230.1,123363,519
CP048230.1,123370,514
CP048230.1,123371,204
CP048230.1,123375,1313
CP048230.1,123377,126
CP048230.1,123384,1
CP048230.1,123392,239
CP048230.1,123400,2
CP048230.1,123414,856
CP048230.1,123426,361
CP048230.1,123429,116
CP048230.1,123431,9
CP048230.1,123434,833
CP048230.1,123438,1310
CP048230.1,123443,16
CP048230.1,123446,906
CP048230.1,123468,200
CP048230.1,123473,25
CP048230.1,123475,1
CP048230.1,123480,31
CP048230.1,125291,165
CP048230.1,125558,142
CP048230.1,125681,20
CP048230.1,126041,370
CP048230.1,126049,74
CP048230.1,126985,1
CP048230.1,126996,1
CP048230.1,127534,1
CP048230.1,127541,120
CP048230.1,127579,92
CP048230.1,127606,3
CP048230.1,127608,558
CP048230.1,127615,1090
CP048230.1,127715,263
CP048230.1,127722,266
CP048230.1,127729,632
CP048230.1,127792,13
CP048230.1,127801,216
CP048230.1,127808,1
CP048230.1,127961,1
CP048230.1,127973,137
CP048230.1,127974,474
CP048230.1,127980,28
CP048230.1,128013,9
CP048230.1,128329,699
CP048230.1,128657,272
CP048230.1,129105,227
CP048230.1,131887,1
CP048230.1,131891,24
CP048230.1,131934,7
CP048230.1,132121,21
CP048230.1,132236,230
CP048230.1,132245,272
CP048230.1,132252,252
CP048230.1,132273,747
CP048230.1,132280,649
CP048230.1,132281,842
CP048230.1,132288,79
CP048230.1,132309,833
CP048230.1,132329,4
CP048230.1,132332,10
CP048230.1,132348,1783
CP048230.1,132357,1
CP048230.1,132364,90
CP048230.1,132375,408
CP048230.1,132378,70
CP048230.1,132385,211
CP048230.1,132401,174
CP048230.1,132408,1376
CP048230.1,132422,39
CP048230.1,132429,39
CP048230.1,132431,480
CP048230.1,132480,175
CP048230.1,132487,2
CP048230.1,132593,38
CP048230.1,133074,1
CP048230.1,133086,290
CP048230.1,133133,668
CP048230.1,133142,1
CP048230.1,133149,60
CP048230.1,133151,78
CP048230.1,133302,194
CP048230.1,134025,120
CP048230.1,134107,289
CP048230.1,135654,4
CP048230.1,135858,43
CP048230.1,137747,55
CP048230.1,137963,2
CP048230.1,140883,209
CP048230.1,140891,3
CP048230.1,140899,413
CP048230.1,140908,138
CP048230.1,140918,1215
CP048230.1,140930,369
CP048230.1,140951,1149
CP048230.1,140988,92
CP048230.1,140989,16
CP048230.1,140996,498
CP048230.1,141118,51
CP048230.1,141215,323
CP048230.1,141222,442
CP048230.1,141229,975
CP048230.1,141299,215
CP048230.1,141312,546
CP048230.1,141330,1
CP048230.1,141358,92
CP048230.1,141409,10
CP048230.1,141495,120
CP048230.1,141502,24
CP048230.1,141700,259
CP048230.1,141828,195
CP048230.1,141837,342
CP048230.1,141906,451
CP048230.1,141954,1
CP048230.1,142079,1
CP048230.1,142183,1
CP048230.1,142219,17
CP048230.1,142280,10
CP048230.1,142294,777
CP048230.1,142301,922
CP048230.1,142435,1167
CP048230.1,142443,39
CP048230.1,142452,1085
CP048230.1,142461,14
CP048230.1,142601,55
CP048230.1,142656,1
CP048230.1,142682,1
CP048230.1,142760,1124
CP048230.1,142902,126
CP048230.1,143010,1
CP048230.1,143050,92
CP048230.1,143102,58
CP048230.1,143569,466
CP048230.1,143775,43
CP048230.1,143904,255
CP048230.1,143979,574
CP048230.1,144309,3
CP048230.1,144312,8
CP048230.1,144316,160
CP048230.1,144579,3
CP048230.1,144986,309
CP048230.1,144993,100
CP048230.1,145105,66
CP048230.1,145149,1
CP048230.1,145171,2
CP048230.1,145178,365
CP048230.1,145204,20
CP048230.1,145299,2
CP048230.1,145313,14
CP048230.1,145324,44
CP048230.1,145343,9
CP048230.1,145520,1
CP048230.1,145527,164
CP048230.1,145613,35
CP048230.1,145619,28
CP048230.1,145627,22
CP048230.1,145633,145
CP048230.1,145654,146
CP048230.1,145661,27
CP048230.1,145664,43
CP048230.1,145676,30
CP048230.1,145709,8
CP048230.1,145782,306
CP048230.1,145789,978
CP048230.1,145792,354
CP048230.1,145929,325
CP048230.1,145947,51
CP048230.1,146004,246
CP048230.1,146010,214
CP048230.1,146019,315
CP048230.1,146049,11
CP048230.1,146318,23
CP048230.1,146424,40
CP048230.1,146431,95
CP048230.1,146500,249
CP048230.1,146663,107
CP048230.1,146668,86
CP048230.1,146743,34
CP048230.1,146750,254
CP048230.1,146773,211
CP048230.1,146858,210
CP048230.1,147073,98
CP048230.1,147208,198
CP048230.1,147215,308
CP048230.1,147278,79
CP048230.1,147342,25
CP048230.1,149782,1
CP048230.1,149918,169
CP048230.1,150208,98
CP048230.1,150272,17
CP048230.1,150296,4
CP048230.1,150434,319
CP048230.1,150435,409
CP048230.1,150437,108
CP048230.1,150458,41
CP048230.1,150459,196
CP048230.1,150515,995
CP048230.1,150520,434
CP048230.1,150551,1
CP048230.1,150653,675
CP048230.1,150740,101
CP048230.1,150755,428
CP048230.1,150766,70
CP048230.1,150780,50
CP048230.1,150802,256
CP048230.1,150825,160
CP048230.1,150926,56
CP048230.1,150933,5
CP048230.1,150959,5
CP048230.1,150961,450
CP048230.1,150970,73
CP048230.1,151119,180
CP048230.1,151146,492
CP048230.1,151158,299
CP048230.1,151265,352
CP048230.1,151281,405
CP048230.1,151354,1
CP048230.1,151460,1
CP048230.1,151552,233
CP048230.1,151559,488
CP048230.1,151751,2
CP048230.1,151957,135
CP048230.1,152429,269
CP048230.1,152952,2
CP048230.1,153152,45
CP048230.1,154957,304
CP048230.1,156272,1
CP048230.1,159679,15
CP048230.1,159906,2
CP048230.1,159913,277
CP048230.1,159924,256
CP048230.1,159967,15
CP048230.1,160116,7
CP048230.1,160127,37
CP048230.1,160244,1
CP048230.1,160310,637
CP048230.1,160311,336
CP048230.1,160721,608
CP048230.1,161616,28
CP048230.1,161621,54
CP048230.1,162481,126
CP048230.1,165146,77
CP048230.1,168303,4
CP048230.1,168310,113
CP048230.1,168329,30
CP048230.1,168370,182
CP048230.1,168424,93
CP048230.1,168437,4
CP048230.1,168578,111
CP048230.1,168612,3
CP048230.1,169614,1
CP048230.1,169813,145
CP048230.1,169982,84
CP048230.1,169983,337
CP048230.1,170190,116
CP048230.1,170280,51
CP048230.1,170547,375
CP048230.1,170548,51
CP048230.1,173444,246
CP048230.1,173514,252
CP048230.1,173536,45
CP048230.1,173560,81
CP048230.1,173576,169
CP048230.1,173585,34
CP048230.1,173708,36
CP048230.1,174120,1
CP048230.1,176347,4
CP048230.1,176360,79
CP048230.1,176389,46
CP048230.1,176776,14
CP048230.1,176783,69
CP048230.1,176803,145
CP048230.1,176812,19
CP048230.1,176848,5
CP048230.1,176874,4
CP048230.1,176881,491
CP048230.1,179524,49
CP048230.1,179588,204
CP048230.1,179597,2
CP048230.1,179603,2
CP048230.1,179637,263
CP048230.1,179644,44
CP048230.1,179717,102
CP048230.1,179901,46
CP048230.1,180821,10
CP048230.1,180852,32
CP048230.1,180975,15
CP048230.1,181101,451
CP048230.1,181116,1
CP048230.1,181172,1
CP048230.1,181262,339
CP048230.1,181269,421
CP048230.1,181315,17
CP048230.1,181369,456
CP048230.1,181460,30
CP048230.1,181851,200
CP048230.1,181872,492
CP048230.1,181879,129
CP048230.1,181968,606
CP048230.1,182016,94
CP048230.1,182058,155
CP048230.1,182076,131
CP048230.1,182083,1
CP048230.1,182127,1
CP048230.1,182134,149
CP048230.1,182303,148
CP048230.1,182326,169
CP048230.1,182349,36
CP048230.1,182420,62
CP048230.1,182431,2
CP048230.1,182442,316
CP048230.1,182560,18
CP048230.1,182755,86
CP048230.1,182762,26
CP048230.1,183243,1
CP048230.1,183257,8
CP048230.1,183366,41
CP048230.1,183372,15
CP048230.1,183391,302
CP048230.1,183443,36
CP048230.1,183455,106
CP048230.1,183482,10
CP048230.1,183483,322
CP048230.1,183569,323
CP048230.1,183576,349
CP048230.1,183580,372
CP048230.1,183587,225
CP048230.1,183610,301
CP048230.1,183621,353
CP048230.1,183652,8
CP048230.1,183674,263
CP048230.1,183688,163
CP048230.1,183695,267
CP048230.1,183718,157
CP048230.1,183725,8
CP048230.1,183755,594
CP048230.1,183762,127
CP048230.1,183825,204
CP048230.1,183832,319
CP048230.1,183959,1
CP048230.1,183984,122
CP048230.1,184005,25
CP048230.1,184033,21
CP048230.1,184040,246
CP048230.1,184131,18
CP048230.1,184312,2
CP048230.1,184394,16
CP048230.1,184498,176
CP048230.1,185010,49
CP048230.1,185066,212
CP048230.1,185101,90
CP048230.1,185193,106
CP048230.1,185221,27
CP048230.1,185281,1297
CP048230.1,185558,498
CP048230.1,185565,249
CP048230.1,185570,2
CP048230.1,185633,23
CP048230.1,185663,170
CP048230.1,185676,8
CP048230.1,185779,37
CP048230.1,185786,42
CP048230.1,185955,18
CP048230.1,188274,273
CP048230.1,188979,15
CP048230.1,189527,179
CP048230.1,190254,496
CP048230.1,190262,89
CP048230.1,190280,184
CP048230.1,190287,321
CP048230.1,190319,325
CP048230.1,190328,123
CP048230.1,190388,65
CP048230.1,190476,202
CP048230.1,190515,1
CP048230.1,190549,44
CP048230.1,191498,29
CP048230.1,191522,73
CP048230.1,191536,89
CP048230.1,191543,320
CP048230.1,191548,8
CP048230.1,191557,15
CP048230.1,191564,268
CP048230.1,191571,1
CP048230.1,191576,86
CP048230.1,191579,77
CP048230.1,191585,4
CP048230.1,191592,181
CP048230.1,191609,3
CP048230.1,191671,107
CP048230.1,191676,55
CP048230.1,191747,24
CP048230.1,191823,4
CP048230.1,192012,99
CP048230.1,193767,18
CP048230.1,195665,8
CP048230.1,195800,19
CP048230.1,195807,174
CP048230.1,195813,16
CP048230.1,195817,27
CP048230.1,196001,1
CP048230.1,196018,89
CP048230.1,196275,33
CP048230.1,196345,1
CP048230.1,196749,144
CP048230.1,197439,247
CP048230.1,197613,48
CP048230.1,197762,27
CP048230.1,198102,160
CP048230.1,198104,34
CP048230.1,198109,140
CP048230.1,198145,9
CP048230.1,198455,106
CP048230.1,198967,90
CP048230.1,199416,4
CP048230.1,200247,10
CP048230.1,200275,183
CP048230.1,200386,255
CP048230.1,200673,10
CP048230.1,200685,156
CP048230.1,200773,187
CP048230.1,201287,160
CP048230.1,201390,1
CP048230.1,201402,1
CP048230.1,202703,42
CP048230.1,203160,332
CP048230.1,203164,5
CP048230.1,203271,1
CP048230.1,203274,9
CP048230.1,203366,27
CP048230.1,203380,28
CP048230.1,204359,1
CP048230.1,204449,163
CP048230.1,204471,1
CP048230.1,204567,104
CP048230.1,204612,2
CP048230.1,204753,1
CP048230.1,205514,341
CP048230.1,205521,237
CP048230.1,205623,270
CP048230.1,205656,3
CP048230.1,205711,55
CP048230.1,206398,223
CP048230.1,206605,196
CP048230.1,207785,12
CP048230.1,207987,372
CP048230.1,207994,335
CP048230.1,208127,16
CP048230.1,208157,111
CP048230.1,208376,6
CP048230.1,208653,220
CP048230.1,208796,54
CP048230.1,208803,381
CP048230.1,210012,101
CP048230.1,212134,144
CP048230.1,215610,228
CP048230.1,215641,274
CP048230.1,215848,1
CP048230.1,227568,1
CP048230.1,227835,84
CP048230.1,227931,87
CP048230.1,231709,10
CP048230.1,232652,128
CP048230.1,232715,6
CP048230.1,232860,6
CP048230.1,232869,16
CP048230.1,235112,202
CP048230.1,235262,28
CP048230.1,235351,101
CP048230.1,235363,181
CP048230.1,235489,325
CP048230.1,235783,1
CP048230.1,235792,61
CP048230.1,235899,163
CP048230.1,235922,3
CP048230.1,235984,2
CP048230.1,235987,41
CP048230.1,235991,299
CP048230.1,235994,91
CP048230.1,235998,323
CP048230.1,236014,121
CP048230.1,236094,1
CP048230.1,236162,138
CP048230.1,236177,5
CP048230.1,236275,304
CP048230.1,236302,30
CP048230.1,236326,1
CP048230.1,236333,716
CP048230.1,236357,2
CP048230.1,236360,11
CP048230.1,236381,16
CP048230.1,236388,8
CP048230.1,236431,275
CP048230.1,236437,480
CP048230.1,236449,180
CP048230.1,236452,45
CP048230.1,236459,187
CP048230.1,236478,52
CP048230.1,236564,17
CP048230.1,236634,151
CP048230.1,236774,47
CP048230.1,237462,1
CP048230.1,237551,1
CP048230.1,239432,80
CP048230.1,239464,268
CP048230.1,242211,1
CP048230.1,245576,170
CP048230.1,245641,124
CP048230.1,245817,308
CP048230.1,246056,116
CP048230.1,246067,260
CP048230.1,246097,36
CP048230.1,246647,229
CP048230.1,250267,1
CP048230.1,250834,1
CP048230.1,251240,3
CP048230.1,251591,358
CP048230.1,252087,3
CP048230.1,252603,1
CP048230.1,253018,216
CP048230.1,253030,62
CP048230.1,253414,2
CP048230.1,253471,327
CP048230.1,253499,345
CP048230.1,254319,31
CP048230.1,254326,164
CP048230.1,254333,33
CP048230.1,254365,81
CP048230.1,254704,310
CP048230.1,254773,366
CP048230.1,254792,42
CP048230.1,254809,221
CP048230.1,254816,2
CP048230.1,254950,247
CP048230.1,255029,16
CP048230.1,255045,2
CP048230.1,255067,27
CP048230.1,255202,193
CP048230.1,255471,5
CP048230.1,258948,316
CP048230.1,258955,219
CP048230.1,258959,480
CP048230.1,258966,716
CP048230.1,259006,1
CP048230.1,259170,74
CP048230.1,259327,196
CP048230.1,259357,279
CP048230.1,259598,39
CP048230.1,259674,25
CP048230.1,259776,161
CP048230.1,259919,46
CP048230.1,260027,64
CP048230.1,260099,280
CP048230.1,260124,167
CP048230.1,260149,353
CP048230.1,260158,429
CP048230.1,260325,34
CP048230.1,260597,115
CP048230.1,261148,174
CP048230.1,262298,141
CP048230.1,262316,322
CP048230.1,263964,54
CP048230.1,264039,14
CP048230.1,264133,816
CP048230.1,264155,116
CP048230.1,264159,28
CP048230.1,264182,411
CP048230.1,264189,21
CP048230.1,264200,100
CP048230.1,264287,451
CP048230.1,264301,135
CP048230.1,264308,288
CP048230.1,264338,1
CP048230.1,264436,6
CP048230.1,264458,109
CP048230.1,264509,107
CP048230.1,264510,43
CP048230.1,264542,385
CP048230.1,264543,90
CP048230.1,265193,71
CP048230.1,265333,226
CP048230.1,265353,230
CP048230.1,265386,12
CP048230.1,265447,9
CP048230.1,265454,31
CP048230.1,265546,4
CP048230.1,265615,1
CP048230.1,265714,89
CP048230.1,266738,16
CP048230.1,268444,234
CP048230.1,268634,58
CP048230.1,268863,13
CP048230.1,268921,113
CP048230.1,268928,143
CP048230.1,269202,178
CP048230.1,269370,98
CP048230.1,269376,74
CP048230.1,269423,88
CP048230.1,269430,4
CP048230.1,269491,9
CP048230.1,269520,64
CP048230.1,269614,255
CP048230.1,270337,1
CP048230.1,270424,248
CP048230.1,270557,24
CP048230.1,270564,36
CP048230.1,270588,176
CP048230.1,270606,13
CP048230.1,270784,22
CP048230.1,272842,487
CP048230.1,272958,13
CP048230.1,273663,239
CP048230.1,273669,372
CP048230.1,273760,16
CP048230.1,273766,710
CP048230.1,276648,234
CP048230.1,276736,30
CP048230.1,276765,331
CP048230.1,276922,935
CP048230.1,276927,215
CP048230.1,279140,1
CP048230.1,279145,12
CP048230.1,279150,578
CP048230.1,279157,1034
