Bin index,yH298-parent-pool1,yH298-parent-pool1 rank
CP048241.1-88,40,592
CP048241.1-89,70,261
CP048241.1-90,33,700
CP048241.1-91,99,115
CP048241.1-92,94,134
CP048241.1-93,51,431
CP048241.1-94,63,317
CP048241.1-95,44,525
CP048241.1-96,6,1201
CP048241.1-97,12,1130
CP048241.1-98,97,122
CP048241.1-99,32,725
CP048241.1-100,37,642
CP048241.1-101,23,921
CP048241.1-102,40,593
CP048241.1-103,77,201
CP048241.1-104,19,989
CP048241.1-105,21,955
CP048241.1-106,41,579
CP048241.1-107,21,956
CP048241.1-108,48,465
CP048241.1-109,19,990
CP048241.1-110,44,526
CP048241.1-111,29,805
CP048241.1-112,10,1156
CP048241.1-113,12,1131
CP048241.1-114,14,1093
CP048241.1-115,71,250
CP048241.1-116,72,245
CP048241.1-117,76,209
CP048241.1-118,37,643
CP048241.1-119,65,303
CP048241.1-120,44,527
CP048241.1-121,19,991
CP048241.1-122,21,957
CP048241.1-123,68,279
CP048241.1-124,97,123
