Bin index,yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3 rank
CP048235.1-9,38,576
CP048235.1-10,40,538
CP048235.1-11,15,1055
CP048235.1-12,40,539
CP048235.1-13,32,687
CP048235.1-14,130,50
CP048235.1-15,55,341
CP048235.1-16,176,21
CP048235.1-17,22,901
CP048235.1-18,84,159
CP048235.1-19,73,197
CP048235.1-20,128,53
CP048235.1-21,22,902
CP048235.1-22,44,481
CP048235.1-23,111,73
CP048235.1-24,259,3
CP048235.1-25,115,65
CP048235.1-26,58,314
CP048235.1-27,78,178
CP048235.1-28,41,521
CP048235.1-29,55,342
CP048235.1-30,91,125
CP048235.1-31,29,750
CP048235.1-32,23,874
CP048235.1-33,26,817
CP048235.1-34,64,265
CP048235.1-35,57,325
CP048235.1-36,20,950
CP048235.1-37,65,256
CP048235.1-38,13,1092
CP048235.1-39,18,991
CP048235.1-40,20,951
CP048235.1-41,25,844
CP048235.1-42,62,285
CP048235.1-43,123,58
CP048235.1-44,5,1206
CP048235.1-45,25,845
CP048235.1-46,68,235
CP048235.1-47,85,152
CP048235.1-48,72,206
CP048235.1-49,32,688
CP048235.1-50,65,257
CP048235.1-51,33,664
CP048235.1-52,16,1031
CP048235.1-53,63,277
CP048235.1-54,19,973
CP048235.1-55,58,315
CP048235.1-56,10,1140
CP048235.1-57,21,925
CP048235.1-58,22,903
CP048235.1-59,19,974
CP048235.1-60,37,588
CP048235.1-61,53,362
CP048235.1-62,50,400
CP048235.1-63,30,729
CP048235.1-64,37,589
CP048235.1-65,9,1148
CP048235.1-66,30,730
CP048235.1-67,21,926
CP048235.1-68,18,992
CP048235.1-69,38,577
CP048235.1-70,55,343
CP048235.1-71,15,1056
CP048235.1-72,18,993
CP048235.1-73,29,751
CP048235.1-74,52,370
CP048235.1-75,99,98
CP048235.1-76,24,859
CP048235.1-77,14,1077
CP048235.1-78,16,1032
CP048235.1-79,35,633
CP048235.1-80,50,401
CP048235.1-81,42,503
CP048235.1-82,40,540
CP048235.1-83,26,818
CP048235.1-84,27,794
CP048235.1-85,12,1108
CP048235.1-86,46,456
CP048235.1-87,20,952
CP048235.1-88,77,184
CP048235.1-89,24,860
CP048235.1-90,61,291
CP048235.1-91,49,413
CP048235.1-92,31,708
CP048235.1-93,3,1227
CP048236.1-0,17,1004
CP048236.1-1,1,1244
CP048236.1-2,11,1124
CP048236.1-3,74,195
CP048236.1-4,125,55
CP048236.1-5,175,22
CP048236.1-6,34,650
CP048236.1-7,69,225
CP048236.1-8,154,32
CP048236.1-9,120,59
CP048236.1-10,30,731
CP048236.1-11,136,42
CP048236.1-12,104,86
CP048236.1-13,87,145
CP048236.1-14,58,316
CP048236.1-15,71,211
CP048236.1-16,54,354
CP048236.1-17,40,541
CP048236.1-18,13,1093
CP048236.1-19,70,219
CP048236.1-20,81,168
CP048236.1-21,16,1033
CP048236.1-22,13,1094
CP048236.1-23,55,344
CP048236.1-24,25,846
CP048236.1-25,17,1005
CP048236.1-26,49,414
CP048236.1-27,73,198
CP048236.1-28,65,258
CP048236.1-29,58,317
CP048236.1-30,19,975
CP048236.1-31,47,448
CP048236.1-32,20,953
CP048236.1-33,45,467
CP048236.1-34,6,1196
CP048236.1-35,32,689
CP048236.1-36,55,345
CP048236.1-37,22,904
CP048236.1-38,27,795
CP048236.1-39,80,170
CP048236.1-40,18,994
CP048236.1-41,19,976
CP048236.1-42,44,482
CP048236.1-43,21,927
CP048236.1-44,49,415
CP048236.1-45,13,1095
CP048236.1-46,20,954
CP048236.1-47,78,179
CP048236.1-48,11,1125
CP048236.1-49,23,875
CP048236.1-50,23,876
CP048236.1-51,83,161
CP048236.1-52,26,819
CP048236.1-53,36,605
CP048236.1-54,33,665
CP048236.1-55,50,402
CP048236.1-56,20,955
CP048236.1-57,73,199
CP048236.1-58,36,606
CP048236.1-59,32,690
CP048236.1-60,53,363
CP048236.1-61,9,1149
CP048236.1-62,26,820
CP048236.1-63,50,403
CP048236.1-64,78,180
CP048236.1-65,8,1171
CP048236.1-66,26,821
CP048236.1-67,18,995
CP048236.1-68,14,1078
CP048236.1-69,15,1057
CP048236.1-70,91,126
CP048236.1-71,34,651
CP048236.1-72,17,1006
CP048236.1-73,44,483
CP048236.1-74,23,877
CP048236.1-75,8,1172
CP048236.1-76,13,1096
CP048236.1-77,51,385
CP048236.1-78,17,1007
CP048236.1-79,22,905
CP048236.1-80,4,1218
CP048236.1-81,25,847
CP048236.1-82,49,416
CP048236.1-83,24,861
CP048236.1-84,39,554
CP048236.1-85,3,1228
CP048236.1-86,45,468
CP048236.1-87,68,236
CP048236.1-88,30,732
CP048236.1-89,42,504
CP048236.1-90,22,906
CP048236.1-91,33,666
CP048236.1-92,50,404
CP048236.1-93,61,292
CP048236.1-94,26,822
CP048236.1-95,12,1109
CP048236.1-96,40,542
CP048236.1-97,6,1197
CP048236.1-98,64,266
CP048236.1-99,20,956
CP048236.1-100,2,1236
CP048237.1-0,0,1252
CP048237.1-1,2,1237
CP048237.1-2,33,667
CP048237.1-3,34,652
CP048237.1-4,34,653
CP048237.1-5,39,555
CP048237.1-6,22,907
CP048237.1-7,69,226
CP048237.1-8,31,709
CP048237.1-9,8,1173
CP048237.1-10,20,957
CP048237.1-11,36,607
CP048237.1-12,12,1110
CP048237.1-13,27,796
CP048237.1-14,22,908
CP048237.1-15,11,1126
CP048237.1-16,13,1097
CP048237.1-17,33,668
CP048237.1-18,28,775
CP048237.1-19,40,543
CP048237.1-20,31,710
CP048237.1-21,32,691
CP048237.1-22,22,909
CP048237.1-23,29,752
CP048237.1-24,72,207
CP048237.1-25,26,823
CP048237.1-26,6,1198
CP048237.1-27,15,1058
CP048237.1-28,32,692
CP048237.1-29,11,1127
CP048237.1-30,7,1184
CP048237.1-31,7,1185
CP048237.1-32,49,417
CP048237.1-33,32,693
CP048237.1-34,46,457
CP048237.1-35,35,634
CP048237.1-36,35,635
CP048237.1-37,15,1059
CP048237.1-38,59,307
CP048237.1-39,63,278
CP048237.1-40,79,174
CP048237.1-41,5,1207
CP048237.1-42,24,862
CP048237.1-43,22,910
CP048237.1-44,35,636
CP048237.1-45,6,1199
CP048237.1-46,43,493
CP048237.1-47,21,928
CP048237.1-48,72,208
CP048237.1-49,36,608
CP048237.1-50,2,1238
CP048237.1-51,59,308
CP048237.1-52,21,929
CP048237.1-53,18,996
CP048237.1-54,66,248
CP048237.1-55,26,824
CP048237.1-56,6,1200
CP048237.1-57,55,346
CP048237.1-58,25,848
CP048237.1-59,10,1141
CP048237.1-60,45,469
CP048237.1-61,65,259
CP048237.1-62,36,609
CP048237.1-63,34,654
CP048237.1-64,54,355
CP048237.1-65,41,522
CP048237.1-66,28,776
CP048237.1-67,37,590
CP048237.1-68,35,637
CP048237.1-69,34,655
CP048237.1-70,27,797
CP048237.1-71,30,733
CP048237.1-72,15,1060
CP048237.1-73,111,74
CP048237.1-74,38,578
CP048237.1-75,59,309
CP048237.1-76,17,1008
CP048237.1-77,18,997
CP048237.1-78,41,523
CP048237.1-79,42,505
CP048237.1-80,31,711
CP048237.1-81,99,99
CP048237.1-82,98,103
CP048237.1-83,56,332
CP048237.1-84,38,579
CP048237.1-85,87,146
CP048237.1-86,105,85
CP048237.1-87,91,127
CP048237.1-88,51,386
CP048237.1-89,46,458
CP048237.1-90,58,318
CP048237.1-91,161,30
CP048237.1-92,85,153
CP048237.1-93,56,333
CP048237.1-94,65,260
CP048237.1-95,184,17
CP048237.1-96,50,405
CP048237.1-97,271,1
CP048237.1-98,141,37
CP048237.1-99,260,2
CP048237.1-100,62,286
CP048237.1-101,37,591
CP048237.1-102,69,227
CP048237.1-103,39,556
CP048237.1-104,48,432
CP048237.1-105,23,878
CP048238.1-0,3,1229
CP048238.1-1,0,1253
CP048238.1-2,38,580
CP048238.1-3,39,557
CP048238.1-4,104,87
CP048238.1-5,31,712
CP048238.1-6,71,212
CP048238.1-7,51,387
CP048238.1-8,66,249
CP048238.1-9,12,1111
CP048238.1-10,33,669
CP048238.1-11,48,433
CP048238.1-12,52,371
CP048238.1-13,39,558
CP048238.1-14,34,656
CP048238.1-15,80,171
CP048238.1-16,44,484
CP048238.1-17,96,113
CP048238.1-18,69,228
CP048238.1-19,67,242
CP048238.1-20,42,506
CP048238.1-21,20,958
CP048238.1-22,28,777
CP048238.1-23,9,1150
CP048238.1-24,17,1009
CP048238.1-25,48,434
CP048238.1-26,37,592
CP048238.1-27,94,119
CP048238.1-28,60,300
CP048238.1-29,111,75
CP048238.1-30,17,1010
CP048238.1-31,91,128
CP048238.1-32,57,326
CP048238.1-33,56,334
CP048238.1-34,46,459
CP048238.1-35,100,95
CP048238.1-36,102,91
CP048238.1-37,88,142
CP048238.1-38,61,293
CP048238.1-39,205,11
CP048238.1-40,129,51
CP048238.1-41,27,798
CP048238.1-42,35,638
CP048238.1-43,72,209
CP048238.1-44,221,9
CP048238.1-45,69,229
CP048238.1-46,21,930
CP048238.1-47,58,319
CP048238.1-48,80,172
CP048238.1-49,41,524
CP048238.1-50,31,713
CP048238.1-51,49,418
CP048238.1-52,25,849
CP048238.1-53,62,287
CP048238.1-54,64,267
CP048238.1-55,66,250
CP048238.1-56,38,581
CP048238.1-57,56,335
CP048238.1-58,0,1254
CP048238.1-59,27,799
CP048238.1-60,64,268
CP048238.1-61,0,1255
CP048238.1-62,13,1098
CP048238.1-63,8,1174
CP048238.1-64,16,1034
CP048238.1-65,6,1201
CP048238.1-66,28,778
CP048238.1-67,35,639
CP048238.1-68,80,173
CP048238.1-69,26,825
CP048238.1-70,90,133
CP048238.1-71,83,162
CP048238.1-72,32,694
CP048238.1-73,29,753
CP048238.1-74,0,1256
CP048238.1-75,3,1230
CP048239.1-0,4,1219
CP048239.1-1,0,1257
CP048239.1-2,14,1079
CP048239.1-3,90,134
CP048239.1-4,30,734
CP048239.1-5,62,288
CP048239.1-6,76,188
CP048239.1-7,11,1128
CP048239.1-8,49,419
CP048239.1-9,12,1112
CP048239.1-10,51,388
CP048239.1-11,23,879
CP048239.1-12,16,1035
CP048239.1-13,18,998
CP048239.1-14,29,754
CP048239.1-15,100,96
CP048239.1-16,43,494
CP048239.1-17,129,52
CP048239.1-18,87,147
CP048239.1-19,42,507
CP048239.1-20,40,544
CP048239.1-21,41,525
CP048239.1-22,107,82
CP048239.1-23,222,8
CP048239.1-24,167,26
CP048239.1-25,53,364
CP048239.1-26,42,508
CP048239.1-27,116,63
CP048239.1-28,101,93
CP048239.1-29,64,269
CP048239.1-30,89,138
CP048239.1-31,87,148
CP048239.1-32,23,880
CP048239.1-33,70,220
CP048239.1-34,24,863
CP048239.1-35,33,670
CP048239.1-36,32,695
CP048239.1-37,10,1142
CP048239.1-38,42,509
CP048239.1-39,53,365
CP048239.1-40,61,294
CP048239.1-41,69,230
CP048239.1-42,48,435
CP048239.1-43,24,864
CP048239.1-44,51,389
CP048239.1-45,17,1011
CP048239.1-46,12,1113
CP048239.1-47,16,1036
CP048239.1-48,31,714
CP048239.1-49,36,610
CP048239.1-50,20,959
CP048239.1-51,32,696
CP048239.1-52,0,1258
CP048239.1-53,9,1151
CP048239.1-54,14,1080
CP048239.1-55,33,671
CP048239.1-56,11,1129
CP048239.1-57,15,1061
CP048239.1-58,15,1062
CP048239.1-59,31,715
CP048239.1-60,52,372
CP048239.1-61,46,460
CP048239.1-62,34,657
CP048239.1-63,5,1208
CP048239.1-64,30,735
CP048239.1-65,48,436
CP048239.1-66,27,800
CP048239.1-67,23,881
CP048239.1-68,37,593
CP048239.1-69,16,1037
CP048239.1-70,23,882
CP048239.1-71,32,697
CP048239.1-72,67,243
CP048239.1-73,40,545
CP048239.1-74,15,1063
CP048239.1-75,21,931
CP048239.1-76,47,449
CP048239.1-77,25,850
CP048239.1-78,19,977
CP048239.1-79,15,1064
CP048239.1-80,13,1099
CP048239.1-81,8,1175
CP048239.1-82,4,1220
CP048239.1-83,21,932
CP048239.1-84,23,883
CP048239.1-85,7,1186
CP048239.1-86,61,295
CP048239.1-87,34,658
CP048239.1-88,26,826
CP048239.1-89,24,865
CP048239.1-90,20,960
CP048239.1-91,15,1065
CP048239.1-92,26,827
CP048239.1-93,20,961
CP048239.1-94,49,420
CP048239.1-95,43,495
CP048239.1-96,33,672
CP048239.1-97,7,1187
CP048239.1-98,8,1176
CP048239.1-99,31,716
CP048239.1-100,26,828
CP048239.1-101,45,470
CP048239.1-102,31,717
CP048239.1-103,28,779
CP048239.1-104,19,978
CP048239.1-105,33,673
CP048239.1-106,51,390
CP048239.1-107,7,1188
CP048239.1-108,18,999
CP048239.1-109,9,1152
CP048239.1-110,15,1066
CP048239.1-111,39,559
CP048239.1-112,43,496
CP048239.1-113,35,640
CP048239.1-114,31,718
CP048239.1-115,16,1038
CP048239.1-116,22,911
CP048239.1-117,46,461
CP048239.1-118,55,347
CP048239.1-119,41,526
CP048239.1-120,19,979
CP048239.1-121,16,1039
CP048239.1-122,1,1245
CP048239.1-123,0,1259
CP048239.1-124,3,1231
CP048240.1-0,7,1189
CP048240.1-1,1,1246
CP048240.1-2,49,421
CP048240.1-3,85,154
CP048240.1-4,37,594
CP048240.1-5,9,1153
CP048240.1-6,44,485
CP048240.1-7,83,163
CP048240.1-8,39,560
CP048240.1-9,36,611
CP048240.1-10,12,1114
CP048240.1-11,40,546
CP048240.1-12,27,801
CP048240.1-13,13,1100
CP048240.1-14,71,213
CP048240.1-15,46,462
CP048240.1-16,44,486
CP048240.1-17,39,561
CP048240.1-18,77,185
CP048240.1-19,90,135
CP048240.1-20,53,366
CP048240.1-21,49,422
CP048240.1-22,51,391
CP048240.1-23,71,214
CP048240.1-24,125,56
CP048240.1-25,202,12
CP048240.1-26,165,27
CP048240.1-27,189,16
CP048240.1-28,140,38
CP048240.1-29,136,43
CP048240.1-30,61,296
CP048240.1-31,52,373
CP048240.1-32,67,244
CP048240.1-33,41,527
CP048240.1-34,97,109
CP048240.1-35,14,1081
CP048240.1-36,27,802
CP048240.1-37,58,320
CP048240.1-38,51,392
CP048240.1-39,85,155
CP048240.1-40,106,84
CP048240.1-41,60,301
CP048240.1-42,48,437
CP048240.1-43,34,659
CP048240.1-44,33,674
CP048240.1-45,52,374
CP048240.1-46,37,595
CP048240.1-47,51,393
CP048240.1-48,59,310
CP048240.1-49,29,755
CP048240.1-50,27,803
CP048240.1-51,27,804
CP048240.1-52,22,912
CP048240.1-53,22,913
CP048240.1-54,11,1130
CP048240.1-55,17,1012
CP048240.1-56,71,215
CP048240.1-57,63,279
CP048240.1-58,50,406
CP048240.1-59,29,756
CP048240.1-60,34,660
CP048240.1-61,53,367
CP048240.1-62,5,1209
CP048240.1-63,30,736
CP048240.1-64,9,1154
CP048240.1-65,32,698
CP048240.1-66,21,933
CP048240.1-67,27,805
CP048240.1-68,15,1067
CP048240.1-69,33,675
CP048240.1-70,17,1013
CP048240.1-71,40,547
CP048240.1-72,71,216
CP048240.1-73,65,261
CP048240.1-74,48,438
CP048240.1-75,20,962
CP048240.1-76,47,450
CP048240.1-77,78,181
CP048240.1-78,21,934
CP048240.1-79,12,1115
CP048240.1-80,21,935
CP048240.1-81,36,612
CP048240.1-82,20,963
CP048240.1-83,14,1082
CP048240.1-84,36,613
CP048240.1-85,22,914
CP048240.1-86,29,757
CP048240.1-87,39,562
CP048240.1-88,102,92
CP048240.1-89,30,737
CP048240.1-90,14,1083
CP048240.1-91,45,471
CP048240.1-92,11,1131
CP048240.1-93,55,348
CP048240.1-94,9,1155
CP048240.1-95,33,676
CP048240.1-96,6,1202
CP048240.1-97,27,806
CP048240.1-98,23,884
CP048240.1-99,41,528
CP048240.1-100,17,1014
CP048240.1-101,9,1156
CP048240.1-102,18,1000
CP048240.1-103,34,661
CP048240.1-104,54,356
CP048240.1-105,29,758
CP048240.1-106,61,297
CP048240.1-107,56,336
CP048240.1-108,9,1157
CP048240.1-109,20,964
CP048240.1-110,20,965
CP048240.1-111,55,349
CP048240.1-112,32,699
CP048240.1-113,23,885
CP048240.1-114,8,1177
CP048240.1-115,52,375
CP048240.1-116,16,1040
CP048240.1-117,54,357
CP048240.1-118,46,463
CP048240.1-119,21,936
CP048240.1-120,43,497
CP048240.1-121,14,1084
CP048240.1-122,25,851
CP048240.1-123,36,614
CP048240.1-124,35,641
CP048240.1-125,20,966
CP048240.1-126,67,245
CP048240.1-127,54,358
CP048240.1-128,24,866
CP048240.1-129,57,327
CP048240.1-130,12,1116
CP048241.1-0,7,1190
CP048241.1-1,3,1232
CP048241.1-2,37,596
CP048241.1-3,38,582
CP048241.1-4,50,407
CP048241.1-5,42,510
CP048241.1-6,22,915
CP048241.1-7,69,231
CP048241.1-8,8,1178
CP048241.1-9,78,182
CP048241.1-10,24,867
CP048241.1-11,83,164
CP048241.1-12,25,852
CP048241.1-13,11,1132
CP048241.1-14,32,700
CP048241.1-15,36,615
CP048241.1-16,29,759
CP048241.1-17,18,1001
CP048241.1-18,68,237
CP048241.1-19,5,1210
CP048241.1-20,5,1211
CP048241.1-21,9,1158
CP048241.1-22,83,165
CP048241.1-23,10,1143
CP048241.1-24,19,980
CP048241.1-25,23,886
CP048241.1-26,11,1133
CP048241.1-27,23,887
CP048241.1-28,16,1041
CP048241.1-29,36,616
CP048241.1-30,21,937
CP048241.1-31,14,1085
CP048241.1-32,15,1068
CP048241.1-33,33,677
CP048241.1-34,16,1042
CP048241.1-35,74,196
CP048241.1-36,20,967
CP048241.1-37,37,597
CP048241.1-38,44,487
CP048241.1-39,28,780
CP048241.1-40,35,642
CP048241.1-41,10,1144
CP048241.1-42,29,760
CP048241.1-43,17,1015
CP048241.1-44,45,472
CP048241.1-45,49,423
CP048241.1-46,67,246
CP048241.1-47,59,311
CP048241.1-48,39,563
CP048241.1-49,43,498
CP048241.1-50,52,376
CP048241.1-51,29,761
CP048241.1-52,13,1101
CP048241.1-53,9,1159
CP048241.1-54,46,464
CP048241.1-55,35,643
CP048241.1-56,29,762
CP048241.1-57,52,377
CP048241.1-58,41,529
CP048241.1-59,18,1002
CP048241.1-60,16,1043
CP048241.1-61,49,424
CP048241.1-62,30,738
CP048241.1-63,22,916
CP048241.1-64,23,888
CP048241.1-65,32,701
CP048241.1-66,58,321
CP048241.1-67,48,439
CP048241.1-68,73,200
CP048241.1-69,56,337
CP048241.1-70,10,1145
CP048241.1-71,20,968
CP048241.1-72,25,853
CP048241.1-73,32,702
CP048241.1-74,42,511
CP048241.1-75,49,425
CP048241.1-76,35,644
CP048241.1-77,29,763
CP048241.1-78,57,328
CP048241.1-79,92,123
CP048241.1-80,8,1179
CP048241.1-81,27,807
CP048241.1-82,20,969
CP048241.1-83,59,312
CP048241.1-84,42,512
CP048241.1-85,63,280
CP048241.1-86,45,473
CP048241.1-87,21,938
CP048241.1-88,41,530
CP048241.1-89,52,378
CP048241.1-90,44,488
CP048241.1-91,87,149
CP048241.1-92,97,110
CP048241.1-93,52,379
CP048241.1-94,63,281
CP048241.1-95,43,499
CP048241.1-96,9,1160
CP048241.1-97,25,854
CP048241.1-98,103,89
CP048241.1-99,12,1117
CP048241.1-100,48,440
CP048241.1-101,17,1016
CP048241.1-102,60,302
CP048241.1-103,62,289
CP048241.1-104,16,1044
CP048241.1-105,33,678
CP048241.1-106,39,564
CP048241.1-107,26,829
CP048241.1-108,40,548
CP048241.1-109,17,1017
CP048241.1-110,66,251
CP048241.1-111,13,1102
CP048241.1-112,17,1018
CP048241.1-113,15,1069
CP048241.1-114,19,981
CP048241.1-115,52,380
CP048241.1-116,57,329
CP048241.1-117,70,221
CP048241.1-118,36,617
CP048241.1-119,40,549
CP048241.1-120,29,764
