Bin index,yH299-H2O2-treated-facs-pool4,yH299-H2O2-treated-facs-pool4 rank
CP048233.1-66,63,63
CP048233.1-67,31,293
CP048233.1-68,45,152
CP048233.1-69,4,1127
CP048234.1-0,1,1221
CP048234.1-1,4,1128
CP048234.1-2,0,1245
CP048234.1-3,2,1191
CP048234.1-4,14,725
CP048234.1-5,10,892
CP048234.1-6,3,1164
CP048234.1-7,9,939
CP048234.1-8,15,694
CP048234.1-9,18,608
CP048234.1-10,5,1092
CP048234.1-11,14,726
CP048234.1-12,27,367
CP048234.1-13,33,261
CP048234.1-14,31,294
CP048234.1-15,14,727
CP048234.1-16,15,695
CP048234.1-17,11,848
CP048234.1-18,18,609
CP048234.1-19,44,158
CP048234.1-20,35,241
CP048234.1-21,38,201
CP048234.1-22,45,153
CP048234.1-23,108,19
CP048234.1-24,39,193
CP048234.1-25,62,66
CP048234.1-26,68,56
CP048234.1-27,33,262
CP048234.1-28,46,146
CP048234.1-29,29,327
CP048234.1-30,62,67
CP048234.1-31,75,47
CP048234.1-32,40,185
CP048234.1-33,33,263
CP048234.1-34,10,893
CP048234.1-35,13,777
CP048234.1-36,36,228
CP048234.1-37,27,368
CP048234.1-38,17,641
CP048234.1-39,43,164
CP048234.1-40,15,696
CP048234.1-41,23,469
CP048234.1-42,13,778
CP048234.1-43,46,147
CP048234.1-44,57,87
CP048234.1-45,26,389
CP048234.1-46,38,202
CP048234.1-47,23,470
CP048234.1-48,8,987
CP048234.1-49,36,229
CP048234.1-50,40,186
CP048234.1-51,6,1051
CP048234.1-52,27,369
CP048234.1-53,13,779
CP048234.1-54,8,988
CP048234.1-55,10,894
CP048234.1-56,28,344
CP048234.1-57,48,134
CP048234.1-58,30,305
CP048234.1-59,20,557
CP048234.1-60,6,1052
CP048234.1-61,16,664
CP048234.1-62,52,105
CP048234.1-63,24,441
CP048234.1-64,21,534
CP048234.1-65,12,815
CP048234.1-66,32,275
CP048234.1-67,11,849
CP048234.1-68,3,1165
CP048234.1-69,0,1246
CP048234.1-70,1,1222
CP048235.1-0,1,1223
CP048235.1-1,0,1247
CP048235.1-2,5,1093
CP048235.1-3,22,500
CP048235.1-4,37,213
CP048235.1-5,61,72
CP048235.1-6,5,1094
CP048235.1-7,38,203
CP048235.1-8,58,81
CP048235.1-9,18,610
CP048235.1-10,15,697
CP048235.1-11,14,728
CP048235.1-12,20,558
CP048235.1-13,14,729
CP048235.1-14,62,68
CP048235.1-15,34,248
CP048235.1-16,109,18
CP048235.1-17,12,816
CP048235.1-18,41,177
CP048235.1-19,54,97
CP048235.1-20,68,57
CP048235.1-21,12,817
CP048235.1-22,20,559
CP048235.1-23,58,82
CP048235.1-24,140,4
CP048235.1-25,73,50
CP048235.1-26,26,390
CP048235.1-27,50,124
CP048235.1-28,24,442
CP048235.1-29,17,642
CP048235.1-30,58,83
CP048235.1-31,21,535
CP048235.1-32,10,895
CP048235.1-33,12,818
CP048235.1-34,30,306
CP048235.1-35,27,370
CP048235.1-36,9,940
CP048235.1-37,40,187
CP048235.1-38,3,1166
CP048235.1-39,7,1026
CP048235.1-40,14,730
CP048235.1-41,18,611
CP048235.1-42,24,443
CP048235.1-43,57,88
CP048235.1-44,3,1167
CP048235.1-45,17,643
CP048235.1-46,24,444
CP048235.1-47,41,178
CP048235.1-48,37,214
CP048235.1-49,16,665
CP048235.1-50,34,249
CP048235.1-51,11,850
CP048235.1-52,2,1192
CP048235.1-53,34,250
CP048235.1-54,7,1027
CP048235.1-55,27,371
CP048235.1-56,6,1053
CP048235.1-57,7,1028
CP048235.1-58,11,851
CP048235.1-59,4,1129
CP048235.1-60,29,328
CP048235.1-61,30,307
CP048235.1-62,28,345
CP048235.1-63,18,612
CP048235.1-64,17,644
CP048235.1-65,1,1224
CP048235.1-66,4,1130
CP048235.1-67,8,989
CP048235.1-68,11,852
CP048235.1-69,26,391
CP048235.1-70,37,215
CP048235.1-71,9,941
CP048235.1-72,9,942
CP048235.1-73,22,501
CP048235.1-74,22,502
CP048235.1-75,51,113
CP048235.1-76,10,896
CP048235.1-77,11,853
CP048235.1-78,9,943
CP048235.1-79,17,645
CP048235.1-80,19,582
CP048235.1-81,24,445
CP048235.1-82,11,854
CP048235.1-83,11,855
CP048235.1-84,13,780
CP048235.1-85,6,1054
CP048235.1-86,20,560
CP048235.1-87,8,990
CP048235.1-88,41,179
CP048235.1-89,8,991
CP048235.1-90,34,251
CP048235.1-91,26,392
CP048235.1-92,11,856
CP048235.1-93,1,1225
CP048236.1-0,3,1168
CP048236.1-1,0,1248
CP048236.1-2,2,1193
CP048236.1-3,43,165
CP048236.1-4,68,58
CP048236.1-5,112,15
CP048236.1-6,16,666
CP048236.1-7,36,230
CP048236.1-8,74,48
CP048236.1-9,65,60
CP048236.1-10,22,503
CP048236.1-11,70,52
CP048236.1-12,49,127
CP048236.1-13,44,159
CP048236.1-14,36,231
CP048236.1-15,31,295
CP048236.1-16,23,471
CP048236.1-17,21,536
CP048236.1-18,1,1226
CP048236.1-19,31,296
CP048236.1-20,42,168
CP048236.1-21,9,944
CP048236.1-22,11,857
CP048236.1-23,29,329
CP048236.1-24,18,613
CP048236.1-25,14,731
CP048236.1-26,25,417
CP048236.1-27,28,346
CP048236.1-28,47,138
CP048236.1-29,28,347
CP048236.1-30,9,945
CP048236.1-31,38,204
CP048236.1-32,11,858
CP048236.1-33,10,897
CP048236.1-34,6,1055
CP048236.1-35,13,781
CP048236.1-36,24,446
CP048236.1-37,11,859
CP048236.1-38,25,418
CP048236.1-39,42,169
CP048236.1-40,4,1131
CP048236.1-41,8,992
CP048236.1-42,24,447
CP048236.1-43,9,946
CP048236.1-44,16,667
CP048236.1-45,7,1029
CP048236.1-46,7,1030
CP048236.1-47,38,205
CP048236.1-48,9,947
CP048236.1-49,9,948
CP048236.1-50,10,898
CP048236.1-51,32,276
CP048236.1-52,11,860
CP048236.1-53,19,583
CP048236.1-54,19,584
CP048236.1-55,29,330
CP048236.1-56,11,861
CP048236.1-57,35,242
CP048236.1-58,22,504
CP048236.1-59,21,537
CP048236.1-60,36,232
CP048236.1-61,3,1169
CP048236.1-62,13,782
CP048236.1-63,28,348
CP048236.1-64,27,372
CP048236.1-65,14,732
CP048236.1-66,12,819
CP048236.1-67,9,949
CP048236.1-68,9,950
CP048236.1-69,9,951
CP048236.1-70,42,170
CP048236.1-71,20,561
CP048236.1-72,12,820
CP048236.1-73,24,448
CP048236.1-74,18,614
CP048236.1-75,4,1132
CP048236.1-76,3,1170
CP048236.1-77,27,373
CP048236.1-78,11,862
CP048236.1-79,18,615
CP048236.1-80,2,1194
CP048236.1-81,11,863
CP048236.1-82,13,783
CP048236.1-83,10,899
CP048236.1-84,21,538
CP048236.1-85,3,1171
CP048236.1-86,15,698
CP048236.1-87,35,243
CP048236.1-88,18,616
CP048236.1-89,23,472
CP048236.1-90,11,864
CP048236.1-91,14,733
CP048236.1-92,26,393
CP048236.1-93,37,216
CP048236.1-94,17,646
CP048236.1-95,3,1172
CP048236.1-96,16,668
CP048236.1-97,4,1133
CP048236.1-98,32,277
CP048236.1-99,9,952
CP048236.1-100,5,1095
CP048236.1-101,1,1227
CP048237.1-0,0,1249
CP048237.1-1,1,1228
CP048237.1-2,12,821
CP048237.1-3,24,449
CP048237.1-4,26,394
CP048237.1-5,13,784
CP048237.1-6,2,1195
CP048237.1-7,42,171
CP048237.1-8,22,505
CP048237.1-9,4,1134
CP048237.1-10,8,993
CP048237.1-11,11,865
CP048237.1-12,4,1135
CP048237.1-13,25,419
CP048237.1-14,15,699
CP048237.1-15,4,1136
CP048237.1-16,7,1031
CP048237.1-17,8,994
CP048237.1-18,18,617
CP048237.1-19,18,618
CP048237.1-20,14,734
CP048237.1-21,20,562
CP048237.1-22,12,822
CP048237.1-23,5,1096
CP048237.1-24,30,308
CP048237.1-25,9,953
CP048237.1-26,7,1032
CP048237.1-27,2,1196
CP048237.1-28,18,619
CP048237.1-29,9,954
CP048237.1-30,2,1197
CP048237.1-31,4,1137
CP048237.1-32,23,473
CP048237.1-33,8,995
CP048237.1-34,21,539
CP048237.1-35,16,669
CP048237.1-36,12,823
CP048237.1-37,6,1056
CP048237.1-38,28,349
CP048237.1-39,32,278
CP048237.1-40,34,252
CP048237.1-41,5,1097
CP048237.1-42,10,900
CP048237.1-43,13,785
CP048237.1-44,18,620
CP048237.1-45,3,1173
CP048237.1-46,28,350
CP048237.1-47,9,955
CP048237.1-48,23,474
CP048237.1-49,14,735
CP048237.1-50,0,1250
CP048237.1-51,23,475
CP048237.1-52,8,996
CP048237.1-53,12,824
CP048237.1-54,26,395
CP048237.1-55,19,585
CP048237.1-56,2,1198
CP048237.1-57,20,563
CP048237.1-58,7,1033
CP048237.1-59,6,1057
CP048237.1-60,30,309
CP048237.1-61,29,331
CP048237.1-62,19,586
CP048237.1-63,14,736
CP048237.1-64,29,332
CP048237.1-65,11,866
CP048237.1-66,19,587
CP048237.1-67,19,588
CP048237.1-68,22,506
CP048237.1-69,15,700
CP048237.1-70,10,901
CP048237.1-71,14,737
CP048237.1-72,5,1098
CP048237.1-73,59,79
CP048237.1-74,25,420
CP048237.1-75,30,310
CP048237.1-76,13,786
CP048237.1-77,8,997
CP048237.1-78,23,476
CP048237.1-79,25,421
CP048237.1-80,18,621
CP048237.1-81,76,46
CP048237.1-82,46,148
CP048237.1-83,26,396
CP048237.1-84,15,701
CP048237.1-85,49,128
CP048237.1-86,48,135
CP048237.1-87,40,188
CP048237.1-88,36,233
CP048237.1-89,26,397
CP048237.1-90,27,374
CP048237.1-91,60,77
CP048237.1-92,45,154
CP048237.1-93,22,507
CP048237.1-94,18,622
CP048237.1-95,103,21
CP048237.1-96,28,351
CP048237.1-97,174,1
CP048237.1-98,80,42
CP048237.1-99,147,3
CP048237.1-100,31,297
CP048237.1-101,24,450
CP048237.1-102,32,279
CP048237.1-103,16,670
CP048237.1-104,25,422
CP048237.1-105,9,956
CP048238.1-0,1,1229
CP048238.1-1,0,1251
CP048238.1-2,21,540
CP048238.1-3,16,671
CP048238.1-4,57,89
CP048238.1-5,16,672
CP048238.1-6,37,217
CP048238.1-7,19,589
CP048238.1-8,40,189
CP048238.1-9,12,825
CP048238.1-10,24,451
CP048238.1-11,23,477
CP048238.1-12,25,423
CP048238.1-13,14,738
CP048238.1-14,14,739
CP048238.1-15,53,103
CP048238.1-16,36,234
CP048238.1-17,63,64
CP048238.1-18,37,218
CP048238.1-19,42,172
CP048238.1-20,10,902
CP048238.1-21,6,1058
CP048238.1-22,16,673
CP048238.1-23,5,1099
CP048238.1-24,10,903
CP048238.1-25,25,424
CP048238.1-26,16,674
CP048238.1-27,38,206
CP048238.1-28,37,219
CP048238.1-29,46,149
CP048238.1-30,7,1034
CP048238.1-31,47,139
CP048238.1-32,35,244
CP048238.1-33,22,508
CP048238.1-34,12,826
CP048238.1-35,51,114
CP048238.1-36,58,84
CP048238.1-37,49,129
CP048238.1-38,27,375
CP048238.1-39,105,20
CP048238.1-40,70,53
CP048238.1-41,17,647
CP048238.1-42,21,541
CP048238.1-43,35,245
CP048238.1-44,124,7
CP048238.1-45,21,542
CP048238.1-46,8,998
CP048238.1-47,32,280
CP048238.1-48,41,180
CP048238.1-49,18,623
CP048238.1-50,17,648
CP048238.1-51,24,452
CP048238.1-52,6,1059
CP048238.1-53,42,173
CP048238.1-54,32,281
CP048238.1-55,36,235
CP048238.1-56,30,311
CP048238.1-57,38,207
CP048238.1-58,0,1252
CP048238.1-59,11,867
CP048238.1-60,40,190
CP048238.1-61,0,1253
CP048238.1-62,6,1060
CP048238.1-63,3,1174
CP048238.1-64,3,1175
CP048238.1-65,1,1230
CP048238.1-66,14,740
CP048238.1-67,21,543
CP048238.1-68,38,208
CP048238.1-69,10,904
CP048238.1-70,42,174
CP048238.1-71,44,160
CP048238.1-72,13,787
CP048238.1-73,22,509
CP048238.1-74,0,1254
CP048238.1-75,1,1231
CP048239.1-0,2,1199
CP048239.1-1,0,1255
CP048239.1-2,9,957
CP048239.1-3,37,220
CP048239.1-4,17,649
CP048239.1-5,32,282
CP048239.1-6,32,283
CP048239.1-7,4,1138
CP048239.1-8,27,376
CP048239.1-9,6,1061
CP048239.1-10,29,333
CP048239.1-11,12,827
CP048239.1-12,11,868
CP048239.1-13,6,1062
CP048239.1-14,13,788
CP048239.1-15,38,209
CP048239.1-16,22,510
CP048239.1-17,77,45
CP048239.1-18,56,91
CP048239.1-19,26,398
CP048239.1-20,25,425
CP048239.1-21,21,544
CP048239.1-22,51,115
CP048239.1-23,124,8
CP048239.1-24,101,23
CP048239.1-25,33,264
CP048239.1-26,18,624
CP048239.1-27,63,65
CP048239.1-28,39,194
CP048239.1-29,33,265
CP048239.1-30,54,98
CP048239.1-31,31,298
CP048239.1-32,9,958
CP048239.1-33,33,266
CP048239.1-34,19,590
CP048239.1-35,14,741
CP048239.1-36,7,1035
CP048239.1-37,7,1036
CP048239.1-38,23,478
CP048239.1-39,20,564
CP048239.1-40,25,426
CP048239.1-41,34,253
CP048239.1-42,23,479
CP048239.1-43,5,1100
CP048239.1-44,34,254
CP048239.1-45,8,999
CP048239.1-46,5,1101
CP048239.1-47,2,1200
CP048239.1-48,12,828
CP048239.1-49,12,829
CP048239.1-50,16,675
CP048239.1-51,8,1000
CP048239.1-52,0,1256
CP048239.1-53,10,905
CP048239.1-54,10,906
CP048239.1-55,12,830
CP048239.1-56,2,1201
CP048239.1-57,2,1202
CP048239.1-58,5,1102
CP048239.1-59,23,480
CP048239.1-60,23,481
CP048239.1-61,22,511
CP048239.1-62,19,591
CP048239.1-63,2,1203
CP048239.1-64,18,625
CP048239.1-65,24,453
CP048239.1-66,16,676
CP048239.1-67,12,831
CP048239.1-68,17,650
CP048239.1-69,4,1139
CP048239.1-70,13,789
CP048239.1-71,21,545
CP048239.1-72,37,221
CP048239.1-73,32,284
CP048239.1-74,10,907
CP048239.1-75,12,832
CP048239.1-76,24,454
CP048239.1-77,13,790
CP048239.1-78,6,1063
CP048239.1-79,5,1103
CP048239.1-80,1,1232
CP048239.1-81,10,908
CP048239.1-82,2,1204
CP048239.1-83,2,1205
CP048239.1-84,15,702
CP048239.1-85,1,1233
CP048239.1-86,23,482
CP048239.1-87,20,565
CP048239.1-88,20,566
CP048239.1-89,13,791
CP048239.1-90,10,909
CP048239.1-91,8,1001
CP048239.1-92,7,1037
CP048239.1-93,9,959
CP048239.1-94,22,512
CP048239.1-95,24,455
CP048239.1-96,14,742
CP048239.1-97,8,1002
CP048239.1-98,5,1104
CP048239.1-99,10,910
CP048239.1-100,16,677
CP048239.1-101,30,312
CP048239.1-102,14,743
CP048239.1-103,11,869
CP048239.1-104,5,1105
CP048239.1-105,13,792
CP048239.1-106,22,513
CP048239.1-107,5,1106
CP048239.1-108,6,1064
CP048239.1-109,4,1140
CP048239.1-110,9,960
CP048239.1-111,14,744
CP048239.1-112,23,483
CP048239.1-113,14,745
CP048239.1-114,19,592
CP048239.1-115,11,870
CP048239.1-116,9,961
CP048239.1-117,22,514
CP048239.1-118,36,236
CP048239.1-119,22,515
CP048239.1-120,8,1003
CP048239.1-121,1,1234
CP048239.1-122,2,1206
CP048240.1-0,2,1207
CP048240.1-1,2,1208
CP048240.1-2,27,377
CP048240.1-3,51,116
CP048240.1-4,15,703
CP048240.1-5,4,1141
CP048240.1-6,24,456
CP048240.1-7,41,181
CP048240.1-8,16,678
CP048240.1-9,14,746
CP048240.1-10,10,911
CP048240.1-11,25,427
CP048240.1-12,14,747
CP048240.1-13,9,962
CP048240.1-14,37,222
CP048240.1-15,25,428
CP048240.1-16,27,378
CP048240.1-17,16,679
CP048240.1-18,39,195
CP048240.1-19,52,106
CP048240.1-20,26,399
CP048240.1-21,22,516
CP048240.1-22,23,484
CP048240.1-23,21,546
CP048240.1-24,62,69
CP048240.1-25,111,16
CP048240.1-26,97,26
CP048240.1-27,110,17
CP048240.1-28,69,54
CP048240.1-29,88,33
CP048240.1-30,17,651
CP048240.1-31,28,352
CP048240.1-32,30,313
CP048240.1-33,25,429
CP048240.1-34,53,104
CP048240.1-35,5,1107
CP048240.1-36,10,912
CP048240.1-37,37,223
CP048240.1-38,32,285
CP048240.1-39,38,210
CP048240.1-40,55,95
CP048240.1-41,32,286
CP048240.1-42,21,547
CP048240.1-43,13,793
CP048240.1-44,26,400
CP048240.1-45,31,299
CP048240.1-46,19,593
CP048240.1-47,25,430
CP048240.1-48,29,334
CP048240.1-49,13,794
CP048240.1-50,12,833
CP048240.1-51,17,652
CP048240.1-52,11,871
CP048240.1-53,14,748
CP048240.1-54,4,1142
CP048240.1-55,8,1004
CP048240.1-56,39,196
CP048240.1-57,37,224
CP048240.1-58,19,594
CP048240.1-59,15,704
CP048240.1-60,16,680
CP048240.1-61,26,401
CP048240.1-62,6,1065
CP048240.1-63,9,963
CP048240.1-64,5,1108
CP048240.1-65,26,402
CP048240.1-66,10,913
CP048240.1-67,13,795
CP048240.1-68,13,796
CP048240.1-69,24,457
CP048240.1-70,11,872
CP048240.1-71,15,705
CP048240.1-72,52,107
CP048240.1-73,29,335
CP048240.1-74,20,567
CP048240.1-75,9,964
CP048240.1-76,14,749
CP048240.1-77,32,287
CP048240.1-78,8,1005
CP048240.1-79,5,1109
CP048240.1-80,5,1110
CP048240.1-81,17,653
CP048240.1-82,10,914
CP048240.1-83,5,1111
CP048240.1-84,16,681
CP048240.1-85,10,915
CP048240.1-86,17,654
CP048240.1-87,18,626
CP048240.1-88,52,108
CP048240.1-89,14,750
CP048240.1-90,9,965
CP048240.1-91,25,431
CP048240.1-92,4,1143
CP048240.1-93,24,458
CP048240.1-94,4,1144
CP048240.1-95,11,873
CP048240.1-96,2,1209
CP048240.1-97,17,655
CP048240.1-98,14,751
CP048240.1-99,19,595
CP048240.1-100,11,874
CP048240.1-101,4,1145
CP048240.1-102,4,1146
CP048240.1-103,9,966
CP048240.1-104,22,517
CP048240.1-105,16,682
CP048240.1-106,41,182
CP048240.1-107,36,237
CP048240.1-108,2,1210
CP048240.1-109,13,797
CP048240.1-110,13,798
CP048240.1-111,31,300
CP048240.1-112,22,518
CP048240.1-113,9,967
CP048240.1-114,6,1066
CP048240.1-115,29,336
CP048240.1-116,11,875
CP048240.1-117,33,267
CP048240.1-118,14,752
CP048240.1-119,9,968
CP048240.1-120,19,596
CP048240.1-121,10,916
CP048240.1-122,6,1067
CP048240.1-123,15,706
CP048240.1-124,23,485
CP048240.1-125,6,1068
CP048240.1-126,37,225
CP048240.1-127,24,459
CP048240.1-128,14,753
CP048240.1-129,25,432
CP048240.1-130,6,1069
CP048241.1-0,3,1176
CP048241.1-1,1,1235
CP048241.1-2,18,627
CP048241.1-3,11,876
CP048241.1-4,24,460
CP048241.1-5,11,877
CP048241.1-6,14,754
CP048241.1-7,30,314
CP048241.1-8,3,1177
CP048241.1-9,33,268
CP048241.1-10,10,917
CP048241.1-11,38,211
CP048241.1-12,8,1006
CP048241.1-13,4,1147
CP048241.1-14,15,707
CP048241.1-15,17,656
CP048241.1-16,8,1007
CP048241.1-17,2,1211
CP048241.1-18,33,269
CP048241.1-19,4,1148
CP048241.1-20,2,1212
CP048241.1-21,4,1149
CP048241.1-22,49,130
CP048241.1-23,6,1070
CP048241.1-24,13,799
CP048241.1-25,7,1038
CP048241.1-26,3,1178
CP048241.1-27,10,918
CP048241.1-28,11,878
CP048241.1-29,15,708
CP048241.1-30,2,1213
CP048241.1-31,3,1179
CP048241.1-32,6,1071
CP048241.1-33,20,568
CP048241.1-34,8,1008
CP048241.1-35,29,337
CP048241.1-36,14,755
CP048241.1-37,17,657
CP048241.1-38,28,353
CP048241.1-39,10,919
CP048241.1-40,20,569
CP048241.1-41,2,1214
CP048241.1-42,9,969
CP048241.1-43,15,709
CP048241.1-44,21,548
CP048241.1-45,21,549
CP048241.1-46,34,255
CP048241.1-47,28,354
CP048241.1-48,26,403
CP048241.1-49,28,355
CP048241.1-50,20,570
CP048241.1-51,23,486
CP048241.1-52,7,1039
CP048241.1-53,3,1180
CP048241.1-54,19,597
CP048241.1-55,14,756
CP048241.1-56,15,710
CP048241.1-57,23,487
CP048241.1-58,19,598
CP048241.1-59,11,879
CP048241.1-60,14,757
CP048241.1-61,25,433
CP048241.1-62,20,571
CP048241.1-63,6,1072
CP048241.1-64,18,628
CP048241.1-65,19,599
CP048241.1-66,31,301
CP048241.1-67,26,404
CP048241.1-68,28,356
CP048241.1-69,24,461
CP048241.1-70,4,1150
CP048241.1-71,6,1073
CP048241.1-72,13,800
CP048241.1-73,8,1009
CP048241.1-74,16,683
CP048241.1-75,23,488
CP048241.1-76,27,379
CP048241.1-77,12,834
CP048241.1-78,26,405
CP048241.1-79,61,73
CP048241.1-80,4,1151
CP048241.1-81,17,658
CP048241.1-82,9,970
CP048241.1-83,21,550
CP048241.1-84,23,489
CP048241.1-85,30,315
CP048241.1-86,12,835
CP048241.1-87,14,758
CP048241.1-88,15,711
CP048241.1-89,27,380
CP048241.1-90,18,629
CP048241.1-91,51,117
CP048241.1-92,62,70
CP048241.1-93,28,357
CP048241.1-94,33,270
CP048241.1-95,25,434
CP048241.1-96,3,1181
CP048241.1-97,6,1074
CP048241.1-98,54,99
CP048241.1-99,7,1040
CP048241.1-100,23,490
CP048241.1-101,10,920
CP048241.1-102,19,600
CP048241.1-103,39,197
CP048241.1-104,8,1010
CP048241.1-105,14,759
CP048241.1-106,24,462
CP048241.1-107,13,801
CP048241.1-108,22,519
CP048241.1-109,11,880
CP048241.1-110,32,288
CP048241.1-111,8,1011
CP048241.1-112,3,1182
CP048241.1-113,2,1215
CP048241.1-114,10,921
CP048241.1-115,31,302
CP048241.1-116,23,491
CP048241.1-117,43,166
CP048241.1-118,20,572
CP048241.1-119,27,381
CP048241.1-120,14,760
CP048241.1-121,7,1041
CP048241.1-122,9,971
CP048241.1-123,29,338
CP048241.1-124,47,140
