Bin index,yH298-parent-pool2,yH298-parent-pool2 rank
CP048234.1-12,111,195
CP048234.1-13,94,281
CP048234.1-14,95,276
CP048234.1-15,54,631
CP048234.1-16,39,836
CP048234.1-17,53,643
CP048234.1-18,39,837
CP048234.1-19,111,196
CP048234.1-20,136,121
CP048234.1-21,104,222
CP048234.1-22,144,105
CP048234.1-23,346,5
CP048234.1-24,150,92
CP048234.1-25,170,64
CP048234.1-26,210,38
CP048234.1-27,129,131
CP048234.1-28,117,170
CP048234.1-29,120,159
CP048234.1-30,148,94
CP048234.1-31,176,58
CP048234.1-32,114,183
CP048234.1-33,100,244
CP048234.1-34,28,994
CP048234.1-35,39,838
CP048234.1-36,147,97
CP048234.1-37,87,322
CP048234.1-38,65,496
CP048234.1-39,131,128
CP048234.1-40,37,865
CP048234.1-41,75,414
CP048234.1-42,51,667
CP048234.1-43,116,178
CP048234.1-44,152,89
CP048234.1-45,63,515
CP048234.1-46,96,270
CP048234.1-47,82,355
CP048234.1-48,47,717
CP048234.1-49,125,148
CP048234.1-50,103,229
CP048234.1-51,19,1111
CP048234.1-52,79,377
CP048234.1-53,51,668
CP048234.1-54,14,1159
CP048234.1-55,37,866
CP048234.1-56,82,356
CP048234.1-57,117,171
CP048234.1-58,96,271
CP048234.1-59,53,644
CP048234.1-60,21,1092
CP048234.1-61,81,364
CP048234.1-62,141,113
CP048234.1-63,68,467
CP048234.1-64,80,372
CP048234.1-65,60,553
CP048234.1-66,85,338
CP048234.1-67,31,949
CP048234.1-68,8,1202
CP048234.1-69,0,1258
CP048234.1-70,3,1230
CP048235.1-0,9,1194
CP048235.1-1,1,1244
CP048235.1-2,7,1212
CP048235.1-3,82,357
CP048235.1-4,118,164
CP048235.1-5,156,82
CP048235.1-6,11,1183
CP048235.1-7,98,254
CP048235.1-8,153,85
CP048235.1-9,53,645
CP048235.1-10,72,432
CP048235.1-11,46,733
CP048235.1-12,51,669
CP048235.1-13,53,646
CP048235.1-14,185,51
CP048235.1-15,90,300
CP048235.1-16,248,23
CP048235.1-17,33,912
CP048235.1-18,114,184
CP048235.1-19,133,126
CP048235.1-20,157,78
CP048235.1-21,46,734
CP048235.1-22,72,433
CP048235.1-23,153,86
CP048235.1-24,351,4
CP048235.1-25,178,55
CP048235.1-26,90,301
CP048235.1-27,139,116
CP048235.1-28,56,606
CP048235.1-29,67,477
CP048235.1-30,153,87
CP048235.1-31,54,632
CP048235.1-32,41,808
CP048235.1-33,62,531
CP048235.1-34,96,272
CP048235.1-35,79,378
CP048235.1-36,41,809
CP048235.1-37,118,165
CP048235.1-38,20,1103
CP048235.1-39,32,929
CP048235.1-40,38,849
CP048235.1-41,55,616
CP048235.1-42,77,396
CP048235.1-43,166,69
CP048235.1-44,12,1172
CP048235.1-45,39,839
CP048235.1-46,79,379
CP048235.1-47,122,155
CP048235.1-48,90,302
CP048235.1-49,43,774
CP048235.1-50,87,323
CP048235.1-51,51,670
CP048235.1-52,17,1137
CP048235.1-53,106,209
CP048235.1-54,23,1065
CP048235.1-55,87,324
CP048235.1-56,25,1038
CP048235.1-57,32,930
CP048235.1-58,36,880
CP048235.1-59,21,1093
CP048235.1-60,68,468
CP048235.1-61,91,296
CP048235.1-62,66,488
CP048235.1-63,64,504
CP048235.1-64,43,775
CP048235.1-65,8,1203
CP048235.1-66,26,1028
CP048235.1-67,21,1094
CP048235.1-68,37,867
CP048235.1-69,81,365
CP048235.1-70,95,277
CP048235.1-71,30,960
CP048235.1-72,33,913
CP048235.1-73,47,718
CP048235.1-74,74,420
CP048235.1-75,121,157
CP048235.1-76,38,850
CP048235.1-77,35,889
CP048235.1-78,19,1112
CP048235.1-79,37,868
CP048235.1-80,63,516
CP048235.1-81,68,469
CP048235.1-82,50,678
CP048235.1-83,45,749
CP048235.1-84,32,931
CP048235.1-85,21,1095
CP048235.1-86,85,339
CP048235.1-87,31,950
CP048235.1-88,105,214
CP048235.1-89,55,617
CP048235.1-90,104,223
CP048235.1-91,62,532
CP048235.1-92,43,776
CP048235.1-93,9,1195
CP048236.1-0,6,1217
CP048236.1-1,0,1259
CP048236.1-2,12,1173
CP048236.1-3,126,143
CP048236.1-4,171,62
CP048236.1-5,290,14
CP048236.1-6,59,563
CP048236.1-7,105,215
CP048236.1-8,205,40
CP048236.1-9,192,48
CP048236.1-10,57,592
CP048236.1-11,178,56
CP048236.1-12,167,68
CP048236.1-13,128,136
CP048236.1-14,83,352
CP048236.1-15,93,286
CP048236.1-16,128,137
CP048236.1-17,61,541
CP048236.1-18,20,1104
CP048236.1-19,89,314
CP048236.1-20,123,153
CP048236.1-21,24,1049
CP048236.1-22,37,869
CP048236.1-23,80,373
CP048236.1-24,30,961
CP048236.1-25,46,735
CP048236.1-26,76,407
CP048236.1-27,90,303
CP048236.1-28,119,160
CP048236.1-29,64,505
CP048236.1-30,18,1124
CP048236.1-31,67,478
CP048236.1-32,37,870
CP048236.1-33,58,583
CP048236.1-34,13,1165
CP048236.1-35,44,760
CP048236.1-36,70,450
CP048236.1-37,40,823
CP048236.1-38,50,679
CP048236.1-39,106,210
CP048236.1-40,23,1066
CP048236.1-41,24,1050
CP048236.1-42,59,564
CP048236.1-43,32,932
CP048236.1-44,63,517
CP048236.1-45,16,1145
CP048236.1-46,35,890
CP048236.1-47,98,255
CP048236.1-48,22,1083
CP048236.1-49,31,951
CP048236.1-50,38,851
CP048236.1-51,102,234
CP048236.1-52,38,852
CP048236.1-53,59,565
CP048236.1-54,41,810
CP048236.1-55,74,421
CP048236.1-56,48,705
CP048236.1-57,95,278
CP048236.1-58,57,593
CP048236.1-59,63,518
CP048236.1-60,70,451
CP048236.1-61,8,1204
CP048236.1-62,38,853
CP048236.1-63,87,325
CP048236.1-64,97,264
CP048236.1-65,28,995
CP048236.1-66,59,566
CP048236.1-67,41,811
CP048236.1-68,23,1067
CP048236.1-69,30,962
CP048236.1-70,118,166
CP048236.1-71,41,812
CP048236.1-72,27,1009
CP048236.1-73,68,470
CP048236.1-74,48,706
CP048236.1-75,16,1146
CP048236.1-76,17,1138
CP048236.1-77,70,452
CP048236.1-78,39,840
CP048236.1-79,43,777
CP048236.1-80,9,1196
CP048236.1-81,30,963
CP048236.1-82,70,453
CP048236.1-83,47,719
CP048236.1-84,60,554
CP048236.1-85,4,1224
CP048236.1-86,59,567
CP048236.1-87,82,358
CP048236.1-88,41,813
CP048236.1-89,62,533
CP048236.1-90,30,964
CP048236.1-91,53,647
CP048236.1-92,77,397
CP048236.1-93,96,273
CP048236.1-94,42,799
CP048236.1-95,19,1113
CP048236.1-96,76,408
CP048236.1-97,11,1184
CP048236.1-98,85,340
CP048236.1-99,13,1166
CP048236.1-100,7,1213
CP048237.1-0,1,1245
CP048237.1-1,0,1260
CP048237.1-2,54,633
CP048237.1-3,61,542
CP048237.1-4,69,461
CP048237.1-5,39,841
CP048237.1-6,18,1125
CP048237.1-7,109,202
CP048237.1-8,56,607
CP048237.1-9,27,1010
CP048237.1-10,31,952
CP048237.1-11,35,891
CP048237.1-12,31,953
CP048237.1-13,44,761
CP048237.1-14,43,778
CP048237.1-15,17,1139
CP048237.1-16,22,1084
CP048237.1-17,38,854
CP048237.1-18,55,618
CP048237.1-19,66,489
CP048237.1-20,41,814
CP048237.1-21,43,779
CP048237.1-22,47,720
CP048237.1-23,45,750
CP048237.1-24,89,315
CP048237.1-25,45,751
CP048237.1-26,16,1147
CP048237.1-27,19,1114
CP048237.1-28,49,691
CP048237.1-29,23,1068
CP048237.1-30,12,1174
CP048237.1-31,20,1105
CP048237.1-32,70,454
CP048237.1-33,33,914
CP048237.1-34,72,434
CP048237.1-35,50,680
CP048237.1-36,44,762
CP048237.1-37,26,1029
CP048237.1-38,98,256
CP048237.1-39,82,359
CP048237.1-40,100,245
CP048237.1-41,18,1126
CP048237.1-42,35,892
CP048237.1-43,34,899
CP048237.1-44,54,634
CP048237.1-45,13,1167
CP048237.1-46,59,568
CP048237.1-47,40,824
CP048237.1-48,90,304
CP048237.1-49,42,800
CP048237.1-50,5,1219
CP048237.1-51,105,216
CP048237.1-52,33,915
CP048237.1-53,46,736
CP048237.1-54,102,235
CP048237.1-55,51,671
CP048237.1-56,10,1189
CP048237.1-57,78,389
CP048237.1-58,32,933
CP048237.1-59,8,1205
CP048237.1-60,78,390
CP048237.1-61,86,333
CP048237.1-62,33,916
CP048237.1-63,47,721
CP048237.1-64,92,290
CP048237.1-65,58,584
CP048237.1-66,47,722
CP048237.1-67,59,569
CP048237.1-68,51,672
CP048237.1-69,49,692
CP048237.1-70,39,842
CP048237.1-71,42,801
CP048237.1-72,21,1096
CP048237.1-73,153,88
CP048237.1-74,64,506
CP048237.1-75,77,398
CP048237.1-76,32,934
CP048237.1-77,22,1085
CP048237.1-78,57,594
CP048237.1-79,56,608
CP048237.1-80,42,802
CP048237.1-81,112,190
CP048237.1-82,137,120
CP048237.1-83,104,224
CP048237.1-84,43,780
CP048237.1-85,131,129
CP048237.1-86,156,83
CP048237.1-87,123,154
CP048237.1-88,100,246
CP048237.1-89,54,635
CP048237.1-90,115,180
CP048237.1-91,223,32
CP048237.1-92,138,118
CP048237.1-93,78,391
CP048237.1-94,67,479
CP048237.1-95,254,19
CP048237.1-96,102,236
CP048237.1-97,403,1
CP048237.1-98,188,49
CP048237.1-99,361,3
CP048237.1-100,103,230
CP048237.1-101,76,409
CP048237.1-102,79,380
CP048237.1-103,69,462
CP048237.1-104,92,291
CP048237.1-105,41,815
CP048238.1-0,11,1185
CP048238.1-1,1,1246
CP048238.1-2,59,570
CP048238.1-3,47,723
CP048238.1-4,114,185
CP048238.1-5,60,555
CP048238.1-6,129,132
CP048238.1-7,88,318
CP048238.1-8,85,341
CP048238.1-9,30,965
CP048238.1-10,53,648
CP048238.1-11,68,471
CP048238.1-12,79,381
CP048238.1-13,61,543
CP048238.1-14,43,781
CP048238.1-15,127,140
CP048238.1-16,72,435
CP048238.1-17,126,144
CP048238.1-18,101,240
CP048238.1-19,94,282
CP048238.1-20,61,544
CP048238.1-21,31,954
CP048238.1-22,45,752
CP048238.1-23,26,1030
CP048238.1-24,34,900
CP048238.1-25,59,571
CP048238.1-26,64,507
CP048238.1-27,141,114
CP048238.1-28,88,319
CP048238.1-29,148,95
CP048238.1-30,19,1115
CP048238.1-31,141,115
CP048238.1-32,100,247
CP048238.1-33,97,265
CP048238.1-34,45,753
CP048238.1-35,180,53
CP048238.1-36,124,151
CP048238.1-37,102,237
CP048238.1-38,98,257
CP048238.1-39,295,13
CP048238.1-40,177,57
CP048238.1-41,59,572
CP048238.1-42,60,556
CP048238.1-43,112,191
CP048238.1-44,316,8
CP048238.1-45,125,149
CP048238.1-46,41,816
CP048238.1-47,84,346
CP048238.1-48,117,172
CP048238.1-49,66,490
CP048238.1-50,55,619
CP048238.1-51,90,305
CP048238.1-52,41,817
CP048238.1-53,100,248
CP048238.1-54,110,200
CP048238.1-55,103,231
CP048238.1-56,66,491
CP048238.1-57,77,399
CP048238.1-58,0,1261
CP048238.1-59,34,901
CP048238.1-60,98,258
CP048238.1-61,2,1234
CP048238.1-62,26,1031
CP048238.1-63,9,1197
CP048238.1-64,21,1097
CP048238.1-65,6,1218
CP048238.1-66,33,917
CP048238.1-67,61,545
CP048238.1-68,129,133
CP048238.1-69,29,979
CP048238.1-70,125,150
CP048238.1-71,117,173
CP048238.1-72,55,620
CP048238.1-73,47,724
CP048238.1-74,0,1262
CP048238.1-75,1,1247
CP048239.1-0,5,1220
CP048239.1-1,0,1263
CP048239.1-2,25,1039
CP048239.1-3,116,179
CP048239.1-4,55,621
CP048239.1-5,115,181
CP048239.1-6,112,192
CP048239.1-7,18,1127
CP048239.1-8,69,463
CP048239.1-9,14,1160
CP048239.1-10,100,249
CP048239.1-11,27,1011
CP048239.1-12,53,649
CP048239.1-13,37,871
CP048239.1-14,47,725
CP048239.1-15,122,156
CP048239.1-16,102,238
CP048239.1-17,197,45
CP048239.1-18,147,98
CP048239.1-19,62,534
CP048239.1-20,87,326
CP048239.1-21,67,480
CP048239.1-22,148,96
CP048239.1-23,346,6
CP048239.1-24,235,30
CP048239.1-25,98,259
CP048239.1-26,66,492
CP048239.1-27,198,43
CP048239.1-28,149,93
CP048239.1-29,105,217
CP048239.1-30,127,141
CP048239.1-31,108,204
CP048239.1-32,29,980
CP048239.1-33,98,260
CP048239.1-34,49,693
CP048239.1-35,60,557
CP048239.1-36,49,694
CP048239.1-37,18,1128
CP048239.1-38,66,493
CP048239.1-39,74,422
CP048239.1-40,83,353
CP048239.1-41,93,287
CP048239.1-42,67,481
CP048239.1-43,27,1012
CP048239.1-44,59,573
CP048239.1-45,30,966
CP048239.1-46,25,1040
CP048239.1-47,15,1155
CP048239.1-48,39,843
CP048239.1-49,36,881
CP048239.1-50,29,981
CP048239.1-51,26,1032
CP048239.1-52,1,1248
CP048239.1-53,20,1106
CP048239.1-54,27,1013
CP048239.1-55,57,595
CP048239.1-56,13,1168
CP048239.1-57,19,1116
CP048239.1-58,16,1148
CP048239.1-59,55,622
CP048239.1-60,72,436
CP048239.1-61,77,400
CP048239.1-62,52,658
CP048239.1-63,8,1206
CP048239.1-64,48,707
CP048239.1-65,77,401
CP048239.1-66,34,902
CP048239.1-67,33,918
CP048239.1-68,48,708
CP048239.1-69,19,1117
CP048239.1-70,31,955
CP048239.1-71,44,763
CP048239.1-72,89,316
CP048239.1-73,79,382
CP048239.1-74,31,956
CP048239.1-75,39,844
CP048239.1-76,64,508
CP048239.1-77,43,782
CP048239.1-78,23,1069
CP048239.1-79,30,967
CP048239.1-80,24,1051
CP048239.1-81,28,996
CP048239.1-82,10,1190
CP048239.1-83,23,1070
CP048239.1-84,50,681
CP048239.1-85,10,1191
CP048239.1-86,75,415
CP048239.1-87,65,497
CP048239.1-88,37,872
CP048239.1-89,35,893
CP048239.1-90,43,783
CP048239.1-91,30,968
CP048239.1-92,24,1052
CP048239.1-93,28,997
CP048239.1-94,61,546
CP048239.1-95,90,306
CP048239.1-96,41,818
CP048239.1-97,11,1186
CP048239.1-98,28,998
CP048239.1-99,44,764
CP048239.1-100,60,558
CP048239.1-101,75,416
CP048239.1-102,32,935
CP048239.1-103,44,765
CP048239.1-104,25,1041
CP048239.1-105,50,682
CP048239.1-106,61,547
CP048239.1-107,18,1129
CP048239.1-108,24,1053
CP048239.1-109,25,1042
CP048239.1-110,28,999
CP048239.1-111,37,873
CP048239.1-112,64,509
CP048239.1-113,43,784
CP048239.1-114,35,894
CP048239.1-115,32,936
CP048239.1-116,36,882
CP048239.1-117,51,673
CP048239.1-118,72,437
CP048239.1-119,73,425
CP048239.1-120,29,982
CP048239.1-121,16,1149
CP048239.1-122,2,1235
CP048239.1-123,1,1249
CP048239.1-124,3,1231
CP048240.1-0,1,1250
CP048240.1-1,2,1236
CP048240.1-2,65,498
CP048240.1-3,107,207
CP048240.1-4,64,510
CP048240.1-5,12,1175
CP048240.1-6,83,354
CP048240.1-7,114,186
CP048240.1-8,64,511
CP048240.1-9,58,585
CP048240.1-10,28,1000
CP048240.1-11,70,455
CP048240.1-12,44,766
CP048240.1-13,30,969
CP048240.1-14,104,225
CP048240.1-15,71,441
CP048240.1-16,63,519
CP048240.1-17,70,456
CP048240.1-18,112,193
CP048240.1-19,119,161
CP048240.1-20,82,360
CP048240.1-21,63,520
CP048240.1-22,81,366
CP048240.1-23,105,218
CP048240.1-24,162,71
CP048240.1-25,296,12
CP048240.1-26,246,27
CP048240.1-27,298,11
CP048240.1-28,188,50
CP048240.1-29,205,41
CP048240.1-30,97,266
CP048240.1-31,100,250
CP048240.1-32,90,307
CP048240.1-33,84,347
CP048240.1-34,151,91
CP048240.1-35,20,1107
CP048240.1-36,53,650
CP048240.1-37,106,211
CP048240.1-38,95,279
CP048240.1-39,105,219
CP048240.1-40,162,72
CP048240.1-41,82,361
CP048240.1-42,65,499
CP048240.1-43,52,659
CP048240.1-44,65,500
CP048240.1-45,86,334
CP048240.1-46,58,586
CP048240.1-47,63,521
CP048240.1-48,75,417
CP048240.1-49,35,895
CP048240.1-50,65,501
CP048240.1-51,52,660
CP048240.1-52,46,737
CP048240.1-53,69,464
CP048240.1-54,10,1192
CP048240.1-55,33,919
CP048240.1-56,108,205
CP048240.1-57,92,292
CP048240.1-58,76,410
CP048240.1-59,42,803
CP048240.1-60,57,596
CP048240.1-61,77,402
CP048240.1-62,21,1098
CP048240.1-63,37,874
CP048240.1-64,42,804
CP048240.1-65,48,709
CP048240.1-66,27,1014
CP048240.1-67,49,695
CP048240.1-68,32,937
CP048240.1-69,43,785
CP048240.1-70,18,1130
CP048240.1-71,67,482
CP048240.1-72,157,79
CP048240.1-73,84,348
CP048240.1-74,76,411
CP048240.1-75,26,1033
CP048240.1-76,55,623
CP048240.1-77,101,241
CP048240.1-78,37,875
CP048240.1-79,18,1131
CP048240.1-80,26,1034
CP048240.1-81,41,819
CP048240.1-82,28,1001
CP048240.1-83,15,1156
CP048240.1-84,57,597
CP048240.1-85,27,1015
CP048240.1-86,51,674
CP048240.1-87,69,465
CP048240.1-88,139,117
CP048240.1-89,55,624
CP048240.1-90,23,1071
CP048240.1-91,67,483
CP048240.1-92,22,1086
CP048240.1-93,73,426
CP048240.1-94,23,1072
CP048240.1-95,40,825
CP048240.1-96,20,1108
CP048240.1-97,47,726
CP048240.1-98,27,1016
CP048240.1-99,45,754
CP048240.1-100,23,1073
CP048240.1-101,13,1169
CP048240.1-102,22,1087
CP048240.1-103,40,826
CP048240.1-104,59,574
CP048240.1-105,44,767
CP048240.1-106,87,327
CP048240.1-107,84,349
CP048240.1-108,5,1221
CP048240.1-109,34,903
CP048240.1-110,29,983
CP048240.1-111,89,317
CP048240.1-112,54,636
CP048240.1-113,34,904
CP048240.1-114,18,1132
CP048240.1-115,79,383
CP048240.1-116,32,938
CP048240.1-117,80,374
CP048240.1-118,67,484
CP048240.1-119,30,970
CP048240.1-120,56,609
CP048240.1-121,32,939
CP048240.1-122,38,855
CP048240.1-123,32,940
CP048240.1-124,34,905
CP048240.1-125,28,1002
CP048240.1-126,104,226
CP048240.1-127,79,384
CP048240.1-128,39,845
CP048240.1-129,70,457
CP048240.1-130,8,1207
CP048241.1-0,16,1150
CP048241.1-1,24,1054
CP048241.1-2,102,239
CP048241.1-3,51,675
CP048241.1-4,68,472
CP048241.1-5,79,385
CP048241.1-6,29,984
CP048241.1-7,112,194
CP048241.1-8,18,1133
CP048241.1-9,107,208
CP048241.1-10,36,883
CP048241.1-11,113,187
CP048241.1-12,23,1074
CP048241.1-13,19,1118
CP048241.1-14,30,971
CP048241.1-15,52,661
CP048241.1-16,30,972
CP048241.1-17,21,1099
CP048241.1-18,103,232
CP048241.1-19,12,1176
CP048241.1-20,7,1214
CP048241.1-21,16,1151
CP048241.1-22,128,138
CP048241.1-23,13,1170
CP048241.1-24,29,985
CP048241.1-25,27,1017
CP048241.1-26,12,1177
CP048241.1-27,46,738
CP048241.1-28,24,1055
CP048241.1-29,44,768
CP048241.1-30,20,1109
CP048241.1-31,9,1198
CP048241.1-32,18,1134
CP048241.1-33,40,827
CP048241.1-34,28,1003
CP048241.1-35,118,167
CP048241.1-36,49,696
CP048241.1-37,56,610
CP048241.1-38,73,427
CP048241.1-39,45,755
CP048241.1-40,53,651
CP048241.1-41,17,1140
CP048241.1-42,44,769
CP048241.1-43,36,884
CP048241.1-44,51,676
CP048241.1-45,63,522
CP048241.1-46,90,308
CP048241.1-47,101,242
CP048241.1-48,57,598
CP048241.1-49,78,392
CP048241.1-50,81,367
CP048241.1-51,54,637
CP048241.1-52,27,1018
CP048241.1-53,8,1208
CP048241.1-54,59,575
CP048241.1-55,53,652
CP048241.1-56,35,896
CP048241.1-57,78,393
CP048241.1-58,57,599
CP048241.1-59,33,920
CP048241.1-60,30,973
CP048241.1-61,74,423
CP048241.1-62,34,906
CP048241.1-63,34,907
CP048241.1-64,56,611
CP048241.1-65,56,612
CP048241.1-66,78,394
CP048241.1-67,65,502
CP048241.1-68,93,288
CP048241.1-69,91,297
CP048241.1-70,34,908
CP048241.1-71,27,1019
CP048241.1-72,42,805
CP048241.1-73,36,885
CP048241.1-74,62,535
CP048241.1-75,58,587
CP048241.1-76,56,613
CP048241.1-77,32,941
CP048241.1-78,94,283
CP048241.1-79,115,182
CP048241.1-80,11,1187
CP048241.1-81,40,828
CP048241.1-82,29,986
CP048241.1-83,65,503
CP048241.1-84,63,523
CP048241.1-85,90,309
CP048241.1-86,57,600
CP048241.1-87,32,942
CP048241.1-88,55,625
CP048241.1-89,87,328
CP048241.1-90,48,710
CP048241.1-91,119,162
CP048241.1-92,126,145
CP048241.1-93,78,395
CP048241.1-94,92,293
CP048241.1-95,58,588
CP048241.1-96,9,1199
CP048241.1-97,26,1035
CP048241.1-98,146,99
CP048241.1-99,45,756
CP048241.1-100,53,653
CP048241.1-101,24,1056
CP048241.1-102,71,442
CP048241.1-103,92,294
CP048241.1-104,29,987
CP048241.1-105,38,856
CP048241.1-106,49,697
CP048241.1-107,29,988
CP048241.1-108,70,458
CP048241.1-109,33,921
CP048241.1-110,76,412
CP048241.1-111,40,829
CP048241.1-112,27,1020
CP048241.1-113,16,1152
CP048241.1-114,24,1057
CP048241.1-115,98,261
CP048241.1-116,105,220
CP048241.1-117,117,174
CP048241.1-118,48,711
CP048241.1-119,87,329
CP048241.1-120,60,559
CP048241.1-121,33,922
