Bin index,yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1 rank
CP048232.1-23,53,210
CP048232.1-24,69,121
CP048232.1-25,15,881
CP048232.1-26,18,786
CP048232.1-27,39,351
CP048232.1-28,43,296
CP048232.1-29,26,593
CP048232.1-30,27,564
CP048232.1-31,88,63
CP048232.1-32,52,217
CP048232.1-33,31,487
CP048232.1-34,42,312
CP048232.1-35,38,367
CP048232.1-36,109,41
CP048232.1-37,102,46
CP048232.1-38,84,70
CP048232.1-39,91,60
CP048232.1-40,132,22
CP048232.1-41,152,11
CP048232.1-42,115,33
CP048232.1-43,205,2
CP048232.1-44,94,57
CP048232.1-45,110,39
CP048232.1-46,56,190
CP048232.1-47,101,47
CP048232.1-48,47,256
CP048232.1-49,20,741
CP048232.1-50,42,313
CP048232.1-51,20,742
CP048232.1-52,19,760
CP048232.1-53,6,1124
CP048232.1-54,0,1247
CP048232.1-55,1,1229
CP048233.1-0,1,1230
CP048233.1-1,8,1079
CP048233.1-2,89,62
CP048233.1-3,39,352
CP048233.1-4,5,1146
CP048233.1-5,49,239
CP048233.1-6,28,544
CP048233.1-7,37,384
CP048233.1-8,51,223
CP048233.1-9,79,83
CP048233.1-10,57,187
CP048233.1-11,4,1171
CP048233.1-12,36,399
CP048233.1-13,26,594
CP048233.1-14,18,787
CP048233.1-15,9,1044
CP048233.1-16,33,449
CP048233.1-17,11,987
CP048233.1-18,68,126
CP048233.1-19,32,470
CP048233.1-20,7,1107
CP048233.1-21,16,855
CP048233.1-22,16,856
CP048233.1-23,11,988
CP048233.1-24,40,340
CP048233.1-25,13,935
CP048233.1-26,11,989
CP048233.1-27,8,1080
CP048233.1-28,1,1231
CP048233.1-29,9,1045
CP048233.1-30,16,857
CP048233.1-31,6,1125
CP048233.1-32,3,1197
CP048233.1-33,9,1046
CP048233.1-34,16,858
CP048233.1-35,12,958
CP048233.1-36,17,823
CP048233.1-37,15,882
CP048233.1-38,25,613
CP048233.1-39,36,400
CP048233.1-40,26,595
CP048233.1-41,8,1081
CP048233.1-42,31,488
CP048233.1-43,20,743
CP048233.1-44,29,530
CP048233.1-45,22,692
CP048233.1-46,18,788
CP048233.1-47,40,341
CP048233.1-48,22,693
CP048233.1-49,60,164
CP048233.1-50,33,450
CP048233.1-51,24,639
CP048233.1-52,17,824
CP048233.1-53,81,78
CP048233.1-54,54,205
CP048233.1-55,105,43
CP048233.1-56,38,368
CP048233.1-57,78,89
CP048233.1-58,70,117
CP048233.1-59,73,103
CP048233.1-60,104,44
CP048233.1-61,54,206
CP048233.1-62,60,165
CP048233.1-63,44,286
CP048233.1-64,126,27
CP048233.1-65,25,614
CP048233.1-66,99,50
CP048233.1-67,38,369
CP048233.1-68,67,134
CP048233.1-69,3,1198
CP048233.1-70,2,1213
CP048234.1-0,0,1248
CP048234.1-1,6,1126
CP048234.1-2,3,1199
CP048234.1-3,1,1232
CP048234.1-4,12,959
CP048234.1-5,9,1047
CP048234.1-6,18,789
CP048234.1-7,15,883
CP048234.1-8,13,936
CP048234.1-9,21,722
CP048234.1-10,11,990
CP048234.1-11,12,960
CP048234.1-12,54,207
CP048234.1-13,41,324
CP048234.1-14,39,353
CP048234.1-15,24,640
CP048234.1-16,21,723
CP048234.1-17,27,565
CP048234.1-18,24,641
CP048234.1-19,58,179
CP048234.1-20,49,240
CP048234.1-21,44,287
CP048234.1-22,74,98
CP048234.1-23,175,7
CP048234.1-24,73,104
CP048234.1-25,87,65
CP048234.1-26,97,51
CP048234.1-27,64,144
CP048234.1-28,55,198
CP048234.1-29,47,257
CP048234.1-30,74,99
CP048234.1-31,97,52
CP048234.1-32,49,241
CP048234.1-33,58,180
CP048234.1-34,10,1018
CP048234.1-35,16,859
CP048234.1-36,79,84
CP048234.1-37,30,509
CP048234.1-38,27,566
CP048234.1-39,72,109
CP048234.1-40,21,724
CP048234.1-41,35,418
CP048234.1-42,19,761
CP048234.1-43,61,158
CP048234.1-44,86,66
CP048234.1-45,22,694
CP048234.1-46,55,199
CP048234.1-47,35,419
CP048234.1-48,17,825
CP048234.1-49,59,170
CP048234.1-50,55,200
CP048234.1-51,10,1019
CP048234.1-52,37,385
CP048234.1-53,26,596
CP048234.1-54,11,991
CP048234.1-55,11,992
CP048234.1-56,36,401
CP048234.1-57,58,181
CP048234.1-58,40,342
CP048234.1-59,18,790
CP048234.1-60,12,961
CP048234.1-61,43,297
CP048234.1-62,70,118
CP048234.1-63,42,314
CP048234.1-64,37,386
CP048234.1-65,27,567
CP048234.1-66,41,325
CP048234.1-67,18,791
CP048234.1-68,5,1147
CP048234.1-69,0,1249
CP048234.1-70,1,1233
CP048235.1-0,0,1250
CP048235.1-1,1,1234
CP048235.1-2,6,1127
CP048235.1-3,37,387
CP048235.1-4,59,171
CP048235.1-5,81,79
CP048235.1-6,4,1172
CP048235.1-7,46,264
CP048235.1-8,94,58
CP048235.1-9,27,568
CP048235.1-10,28,545
CP048235.1-11,12,962
CP048235.1-12,27,569
CP048235.1-13,35,420
CP048235.1-14,96,53
CP048235.1-15,43,298
CP048235.1-16,129,24
CP048235.1-17,15,884
CP048235.1-18,66,138
CP048235.1-19,62,153
CP048235.1-20,76,92
CP048235.1-21,23,670
CP048235.1-22,39,354
CP048235.1-23,83,73
CP048235.1-24,198,3
CP048235.1-25,93,59
CP048235.1-26,48,249
CP048235.1-27,83,74
CP048235.1-28,22,695
CP048235.1-29,27,570
CP048235.1-30,75,95
CP048235.1-31,17,826
CP048235.1-32,10,1020
CP048235.1-33,25,615
CP048235.1-34,63,148
CP048235.1-35,39,355
CP048235.1-36,15,885
CP048235.1-37,58,182
CP048235.1-38,3,1200
CP048235.1-39,9,1048
CP048235.1-40,21,725
CP048235.1-41,24,642
CP048235.1-42,43,299
CP048235.1-43,103,45
CP048235.1-44,4,1173
CP048235.1-45,19,762
CP048235.1-46,39,356
CP048235.1-47,62,154
CP048235.1-48,49,242
CP048235.1-49,20,744
CP048235.1-50,47,258
CP048235.1-51,17,827
CP048235.1-52,6,1128
CP048235.1-53,44,288
CP048235.1-54,10,1021
CP048235.1-55,37,388
CP048235.1-56,10,1022
CP048235.1-57,13,937
CP048235.1-58,16,860
CP048235.1-59,8,1082
CP048235.1-60,31,489
CP048235.1-61,34,435
CP048235.1-62,31,490
CP048235.1-63,22,696
CP048235.1-64,24,643
CP048235.1-65,4,1174
CP048235.1-66,9,1049
CP048235.1-67,8,1083
CP048235.1-68,17,828
CP048235.1-69,43,300
CP048235.1-70,36,402
CP048235.1-71,10,1023
CP048235.1-72,13,938
CP048235.1-73,17,829
CP048235.1-74,32,471
CP048235.1-75,63,149
CP048235.1-76,12,963
CP048235.1-77,16,861
CP048235.1-78,10,1024
CP048235.1-79,23,671
CP048235.1-80,33,451
CP048235.1-81,31,491
CP048235.1-82,15,886
CP048235.1-83,16,862
CP048235.1-84,25,616
CP048235.1-85,9,1050
CP048235.1-86,34,436
CP048235.1-87,18,792
CP048235.1-88,58,183
CP048235.1-89,25,617
CP048235.1-90,48,250
CP048235.1-91,32,472
CP048235.1-92,14,912
CP048235.1-93,3,1201
CP048236.1-0,6,1129
CP048236.1-1,0,1251
CP048236.1-2,4,1175
CP048236.1-3,64,145
CP048236.1-4,84,71
CP048236.1-5,148,12
CP048236.1-6,27,571
CP048236.1-7,46,265
CP048236.1-8,95,54
CP048236.1-9,85,68
CP048236.1-10,26,597
CP048236.1-11,91,61
CP048236.1-12,67,135
CP048236.1-13,56,191
CP048236.1-14,41,326
CP048236.1-15,30,510
CP048236.1-16,51,224
CP048236.1-17,27,572
CP048236.1-18,5,1148
CP048236.1-19,42,315
CP048236.1-20,59,172
CP048236.1-21,9,1051
CP048236.1-22,16,863
CP048236.1-23,41,327
CP048236.1-24,14,913
CP048236.1-25,14,914
CP048236.1-26,38,370
CP048236.1-27,51,225
CP048236.1-28,61,159
CP048236.1-29,31,492
CP048236.1-30,5,1149
CP048236.1-31,33,452
CP048236.1-32,19,763
CP048236.1-33,22,697
CP048236.1-34,6,1130
CP048236.1-35,21,726
CP048236.1-36,43,301
CP048236.1-37,23,672
CP048236.1-38,31,493
CP048236.1-39,58,184
CP048236.1-40,13,939
CP048236.1-41,18,793
CP048236.1-42,26,598
CP048236.1-43,12,964
CP048236.1-44,30,511
CP048236.1-45,5,1150
CP048236.1-46,11,993
CP048236.1-47,55,201
CP048236.1-48,5,1151
CP048236.1-49,14,915
CP048236.1-50,18,794
CP048236.1-51,65,140
CP048236.1-52,10,1025
CP048236.1-53,24,644
CP048236.1-54,23,673
CP048236.1-55,29,531
CP048236.1-56,25,618
CP048236.1-57,35,421
CP048236.1-58,25,619
CP048236.1-59,35,422
CP048236.1-60,36,403
CP048236.1-61,4,1176
CP048236.1-62,21,727
CP048236.1-63,36,404
CP048236.1-64,42,316
CP048236.1-65,8,1084
CP048236.1-66,22,698
CP048236.1-67,6,1131
CP048236.1-68,8,1085
CP048236.1-69,11,994
CP048236.1-70,61,160
CP048236.1-71,27,573
CP048236.1-72,11,995
CP048236.1-73,39,357
CP048236.1-74,15,887
CP048236.1-75,5,1152
CP048236.1-76,5,1153
CP048236.1-77,33,453
CP048236.1-78,13,940
CP048236.1-79,18,795
CP048236.1-80,9,1052
CP048236.1-81,14,916
CP048236.1-82,33,454
CP048236.1-83,25,620
CP048236.1-84,30,512
CP048236.1-85,2,1214
CP048236.1-86,30,513
CP048236.1-87,43,302
CP048236.1-88,25,621
CP048236.1-89,30,514
CP048236.1-90,12,965
CP048236.1-91,24,645
CP048236.1-92,40,343
CP048236.1-93,45,273
CP048236.1-94,19,764
CP048236.1-95,7,1108
CP048236.1-96,27,574
CP048236.1-97,4,1177
CP048236.1-98,50,230
CP048236.1-99,10,1026
CP048236.1-100,2,1215
CP048237.1-0,0,1252
CP048237.1-1,0,1253
CP048237.1-2,21,728
CP048237.1-3,31,494
CP048237.1-4,28,546
CP048237.1-5,15,888
CP048237.1-6,4,1178
CP048237.1-7,60,166
CP048237.1-8,24,646
CP048237.1-9,13,941
CP048237.1-10,11,996
CP048237.1-11,20,745
CP048237.1-12,12,966
CP048237.1-13,19,765
CP048237.1-14,22,699
CP048237.1-15,4,1179
CP048237.1-16,7,1109
CP048237.1-17,20,746
CP048237.1-18,22,700
CP048237.1-19,30,515
CP048237.1-20,24,647
CP048237.1-21,21,729
CP048237.1-22,22,701
CP048237.1-23,24,648
CP048237.1-24,38,371
CP048237.1-25,23,674
CP048237.1-26,5,1154
CP048237.1-27,9,1053
CP048237.1-28,20,747
CP048237.1-29,9,1054
CP048237.1-30,3,1202
CP048237.1-31,8,1086
CP048237.1-32,36,405
CP048237.1-33,11,997
CP048237.1-34,30,516
CP048237.1-35,26,599
CP048237.1-36,22,702
CP048237.1-37,12,967
CP048237.1-38,51,226
CP048237.1-39,43,303
CP048237.1-40,50,231
CP048237.1-41,7,1110
CP048237.1-42,9,1055
CP048237.1-43,18,796
CP048237.1-44,18,797
CP048237.1-45,4,1180
CP048237.1-46,32,473
CP048237.1-47,16,864
CP048237.1-48,45,274
CP048237.1-49,21,730
CP048237.1-50,0,1254
CP048237.1-51,40,344
CP048237.1-52,21,731
CP048237.1-53,10,1027
CP048237.1-54,52,218
CP048237.1-55,24,649
CP048237.1-56,7,1111
CP048237.1-57,37,389
CP048237.1-58,12,968
CP048237.1-59,6,1132
CP048237.1-60,29,532
CP048237.1-61,38,372
CP048237.1-62,18,798
CP048237.1-63,23,675
CP048237.1-64,49,243
CP048237.1-65,31,495
CP048237.1-66,23,676
CP048237.1-67,21,732
CP048237.1-68,26,600
CP048237.1-69,28,547
CP048237.1-70,11,998
CP048237.1-71,10,1028
CP048237.1-72,7,1112
CP048237.1-73,75,96
CP048237.1-74,27,575
CP048237.1-75,31,496
CP048237.1-76,10,1029
CP048237.1-77,9,1056
CP048237.1-78,38,373
CP048237.1-79,22,703
CP048237.1-80,13,942
CP048237.1-81,52,219
CP048237.1-82,84,72
CP048237.1-83,37,390
CP048237.1-84,22,704
CP048237.1-85,76,93
CP048237.1-86,83,75
CP048237.1-87,59,173
CP048237.1-88,38,374
CP048237.1-89,31,497
CP048237.1-90,68,127
CP048237.1-91,117,32
CP048237.1-92,68,128
CP048237.1-93,46,266
CP048237.1-94,37,391
CP048237.1-95,142,15
CP048237.1-96,32,474
CP048237.1-97,233,1
CP048237.1-98,100,48
CP048237.1-99,184,6
CP048237.1-100,49,244
CP048237.1-101,27,576
CP048237.1-102,48,251
CP048237.1-103,34,437
CP048237.1-104,46,267
CP048237.1-105,16,865
CP048238.1-0,4,1181
CP048238.1-1,0,1255
CP048238.1-2,22,705
CP048238.1-3,19,766
CP048238.1-4,60,167
CP048238.1-5,25,622
CP048238.1-6,55,202
CP048238.1-7,42,317
CP048238.1-8,45,275
CP048238.1-9,6,1133
CP048238.1-10,26,601
CP048238.1-11,26,602
CP048238.1-12,39,358
CP048238.1-13,30,517
CP048238.1-14,14,917
CP048238.1-15,59,174
CP048238.1-16,35,423
CP048238.1-17,73,105
CP048238.1-18,43,304
CP048238.1-19,55,203
CP048238.1-20,24,650
CP048238.1-21,12,969
CP048238.1-22,14,918
CP048238.1-23,5,1155
CP048238.1-24,13,943
CP048238.1-25,29,533
CP048238.1-26,24,651
CP048238.1-27,43,305
CP048238.1-28,37,392
CP048238.1-29,65,141
CP048238.1-30,8,1087
CP048238.1-31,58,185
CP048238.1-32,41,328
CP048238.1-33,35,424
CP048238.1-34,21,733
CP048238.1-35,69,122
CP048238.1-36,80,82
CP048238.1-37,50,232
CP048238.1-38,35,425
CP048238.1-39,135,21
CP048238.1-40,95,55
CP048238.1-41,20,748
CP048238.1-42,27,577
CP048238.1-43,52,220
CP048238.1-44,186,5
CP048238.1-45,53,211
CP048238.1-46,13,944
CP048238.1-47,43,306
CP048238.1-48,69,123
CP048238.1-49,25,623
CP048238.1-50,17,830
CP048238.1-51,38,375
CP048238.1-52,19,767
CP048238.1-53,49,245
CP048238.1-54,46,268
CP048238.1-55,56,192
CP048238.1-56,32,475
CP048238.1-57,31,498
CP048238.1-58,0,1256
CP048238.1-59,23,677
CP048238.1-60,48,252
CP048238.1-61,1,1235
CP048238.1-62,8,1088
CP048238.1-63,6,1134
CP048238.1-64,8,1089
CP048238.1-65,2,1216
CP048238.1-66,15,889
CP048238.1-67,34,438
CP048238.1-68,63,150
CP048238.1-69,15,890
CP048238.1-70,64,146
CP048238.1-71,54,208
CP048238.1-72,24,652
CP048238.1-73,22,706
CP048239.1-0,2,1217
CP048239.1-1,0,1257
CP048239.1-2,8,1090
CP048239.1-3,53,212
CP048239.1-4,26,603
CP048239.1-5,46,269
CP048239.1-6,61,161
CP048239.1-7,10,1030
CP048239.1-8,35,426
CP048239.1-9,11,999
CP048239.1-10,60,168
CP048239.1-11,13,945
CP048239.1-12,12,970
CP048239.1-13,13,946
CP048239.1-14,18,799
CP048239.1-15,75,97
CP048239.1-16,27,578
CP048239.1-17,107,42
CP048239.1-18,68,129
CP048239.1-19,31,499
CP048239.1-20,33,455
CP048239.1-21,32,476
CP048239.1-22,73,106
CP048239.1-23,175,8
CP048239.1-24,128,25
CP048239.1-25,45,276
CP048239.1-26,21,734
CP048239.1-27,100,49
CP048239.1-28,69,124
CP048239.1-29,45,277
CP048239.1-30,62,155
CP048239.1-31,56,193
CP048239.1-32,17,831
CP048239.1-33,45,278
CP048239.1-34,20,749
CP048239.1-35,27,579
CP048239.1-36,15,891
CP048239.1-37,8,1091
CP048239.1-38,24,653
CP048239.1-39,34,439
CP048239.1-40,35,427
CP048239.1-41,46,270
CP048239.1-42,41,329
CP048239.1-43,15,892
CP048239.1-44,38,376
CP048239.1-45,11,1000
CP048239.1-46,12,971
CP048239.1-47,5,1156
CP048239.1-48,16,866
CP048239.1-49,15,893
CP048239.1-50,8,1092
CP048239.1-51,14,919
CP048239.1-52,1,1236
CP048239.1-53,10,1031
CP048239.1-54,9,1057
CP048239.1-55,23,678
CP048239.1-56,4,1182
CP048239.1-57,4,1183
CP048239.1-58,5,1157
CP048239.1-59,26,604
CP048239.1-60,34,440
CP048239.1-61,44,289
CP048239.1-62,18,800
CP048239.1-63,2,1218
CP048239.1-64,27,580
CP048239.1-65,50,233
CP048239.1-66,17,832
CP048239.1-67,25,624
CP048239.1-68,16,867
CP048239.1-69,7,1113
CP048239.1-70,18,801
CP048239.1-71,28,548
CP048239.1-72,45,279
CP048239.1-73,29,534
CP048239.1-74,19,768
CP048239.1-75,10,1032
CP048239.1-76,36,406
CP048239.1-77,24,654
CP048239.1-78,9,1058
CP048239.1-79,14,920
CP048239.1-80,10,1033
CP048239.1-81,10,1034
CP048239.1-82,3,1203
CP048239.1-83,9,1059
CP048239.1-84,17,833
CP048239.1-85,5,1158
CP048239.1-86,30,518
CP048239.1-87,32,477
CP048239.1-88,17,834
CP048239.1-89,11,1001
CP048239.1-90,17,835
CP048239.1-91,15,894
CP048239.1-92,14,921
CP048239.1-93,11,1002
CP048239.1-94,30,519
CP048239.1-95,45,280
CP048239.1-96,18,802
CP048239.1-97,4,1184
CP048239.1-98,6,1135
CP048239.1-99,19,769
CP048239.1-100,13,947
CP048239.1-101,36,407
CP048239.1-102,17,836
CP048239.1-103,20,750
CP048239.1-104,7,1114
CP048239.1-105,14,922
CP048239.1-106,33,456
CP048239.1-107,7,1115
CP048239.1-108,4,1185
CP048239.1-109,5,1159
CP048239.1-110,11,1003
CP048239.1-111,17,837
CP048239.1-112,31,500
CP048239.1-113,20,751
CP048239.1-114,18,803
CP048239.1-115,16,868
CP048239.1-116,18,804
CP048239.1-117,29,535
CP048239.1-118,34,441
CP048239.1-119,36,408
CP048239.1-120,17,838
CP048239.1-121,12,972
CP048239.1-122,0,1258
CP048239.1-123,1,1237
CP048239.1-124,1,1238
CP048240.1-0,0,1259
CP048240.1-1,1,1239
CP048240.1-2,30,520
CP048240.1-3,65,142
CP048240.1-4,22,707
CP048240.1-5,1,1240
CP048240.1-6,34,442
CP048240.1-7,59,175
CP048240.1-8,19,770
CP048240.1-9,29,536
CP048240.1-10,9,1060
CP048240.1-11,27,581
CP048240.1-12,10,1035
CP048240.1-13,14,923
CP048240.1-14,59,176
CP048240.1-15,36,409
CP048240.1-16,37,393
CP048240.1-17,42,318
CP048240.1-18,51,227
CP048240.1-19,70,119
CP048240.1-20,30,521
CP048240.1-21,34,443
CP048240.1-22,25,625
CP048240.1-23,52,221
CP048240.1-24,78,90
CP048240.1-25,142,16
CP048240.1-26,131,23
CP048240.1-27,148,13
CP048240.1-28,112,35
CP048240.1-29,125,29
CP048240.1-30,47,259
CP048240.1-31,50,234
CP048240.1-32,36,410
CP048240.1-33,33,457
CP048240.1-34,79,85
CP048240.1-35,9,1061
CP048240.1-36,18,805
CP048240.1-37,57,188
CP048240.1-38,39,359
CP048240.1-39,53,213
CP048240.1-40,72,110
CP048240.1-41,36,411
CP048240.1-42,31,501
CP048240.1-43,15,895
CP048240.1-44,33,458
CP048240.1-45,54,209
CP048240.1-46,30,522
CP048240.1-47,33,459
CP048240.1-48,40,345
CP048240.1-49,22,708
CP048240.1-50,14,924
CP048240.1-51,19,771
CP048240.1-52,17,839
CP048240.1-53,27,582
CP048240.1-54,5,1160
CP048240.1-55,11,1004
CP048240.1-56,56,194
CP048240.1-57,51,228
CP048240.1-58,40,346
CP048240.1-59,19,772
CP048240.1-60,31,502
CP048240.1-61,32,478
CP048240.1-62,4,1186
CP048240.1-63,10,1036
CP048240.1-64,8,1093
CP048240.1-65,28,549
CP048240.1-66,13,948
CP048240.1-67,23,679
CP048240.1-68,15,896
CP048240.1-69,18,806
CP048240.1-70,5,1161
CP048240.1-71,33,460
CP048240.1-72,70,120
CP048240.1-73,43,307
CP048240.1-74,32,479
CP048240.1-75,13,949
CP048240.1-76,26,605
CP048240.1-77,50,235
CP048240.1-78,15,897
CP048240.1-79,6,1136
CP048240.1-80,15,898
CP048240.1-81,23,680
CP048240.1-82,12,973
CP048240.1-83,4,1187
CP048240.1-84,27,583
CP048240.1-85,13,950
CP048240.1-86,19,773
CP048240.1-87,26,606
CP048240.1-88,68,130
CP048240.1-89,19,774
CP048240.1-90,9,1062
CP048240.1-91,38,377
CP048240.1-92,7,1116
CP048240.1-93,28,550
CP048240.1-94,9,1063
CP048240.1-95,17,840
CP048240.1-96,6,1137
CP048240.1-97,16,869
CP048240.1-98,13,951
CP048240.1-99,24,655
CP048240.1-100,9,1064
CP048240.1-101,6,1138
CP048240.1-102,12,974
CP048240.1-103,16,870
CP048240.1-104,30,523
CP048240.1-105,23,681
CP048240.1-106,45,281
CP048240.1-107,41,330
CP048240.1-108,3,1204
CP048240.1-109,11,1005
CP048240.1-110,12,975
CP048240.1-111,42,319
CP048240.1-112,27,584
CP048240.1-113,12,976
CP048240.1-114,6,1139
CP048240.1-115,53,214
CP048240.1-116,14,925
CP048240.1-117,36,412
CP048240.1-118,28,551
CP048240.1-119,14,926
CP048240.1-120,19,775
CP048240.1-121,18,807
CP048240.1-122,20,752
CP048240.1-123,13,952
CP048240.1-124,19,776
CP048240.1-125,11,1006
CP048240.1-126,41,331
CP048240.1-127,34,444
CP048240.1-128,17,841
CP048240.1-129,41,332
CP048240.1-130,7,1117
CP048241.1-0,8,1094
CP048241.1-1,5,1162
CP048241.1-2,49,246
CP048241.1-3,22,709
CP048241.1-4,28,552
CP048241.1-5,21,735
CP048241.1-6,9,1065
CP048241.1-7,43,308
CP048241.1-8,8,1095
CP048241.1-9,37,394
CP048241.1-10,16,871
CP048241.1-11,68,131
CP048241.1-12,11,1007
CP048241.1-13,8,1096
CP048241.1-14,11,1008
CP048241.1-15,29,537
CP048241.1-16,22,710
CP048241.1-17,12,977
CP048241.1-18,47,260
CP048241.1-19,2,1219
CP048241.1-20,3,1205
CP048241.1-21,8,1097
CP048241.1-22,67,136
CP048241.1-23,5,1163
CP048241.1-24,10,1037
CP048241.1-25,9,1066
CP048241.1-26,4,1188
CP048241.1-27,18,808
CP048241.1-28,17,842
CP048241.1-29,19,777
CP048241.1-30,4,1189
CP048241.1-31,5,1164
CP048241.1-32,11,1009
CP048241.1-33,22,711
CP048241.1-34,5,1165
CP048241.1-35,30,524
CP048241.1-36,18,809
CP048241.1-37,37,395
CP048241.1-38,35,428
CP048241.1-39,21,736
CP048241.1-40,33,461
CP048241.1-41,6,1140
CP048241.1-42,17,843
CP048241.1-43,15,899
CP048241.1-44,33,462
CP048241.1-45,33,463
CP048241.1-46,46,271
CP048241.1-47,50,236
CP048241.1-48,28,553
CP048241.1-49,33,464
CP048241.1-50,45,282
CP048241.1-51,29,538
CP048241.1-52,11,1010
CP048241.1-53,2,1220
CP048241.1-54,31,503
CP048241.1-55,18,810
CP048241.1-56,20,753
CP048241.1-57,36,413
CP048241.1-58,33,465
CP048241.1-59,12,978
CP048241.1-60,15,900
CP048241.1-61,24,656
CP048241.1-62,18,811
CP048241.1-63,14,927
CP048241.1-64,23,682
CP048241.1-65,27,585
CP048241.1-66,39,360
CP048241.1-67,38,378
CP048241.1-68,44,290
CP048241.1-69,44,291
CP048241.1-70,9,1067
CP048241.1-71,15,901
CP048241.1-72,21,737
CP048241.1-73,18,812
CP048241.1-74,27,586
CP048241.1-75,38,379
CP048241.1-76,25,626
CP048241.1-77,18,813
CP048241.1-78,40,347
CP048241.1-79,59,177
CP048241.1-80,4,1190
CP048241.1-81,19,778
CP048241.1-82,10,1038
CP048241.1-83,28,554
CP048241.1-84,29,539
CP048241.1-85,36,414
CP048241.1-86,36,415
CP048241.1-87,17,844
CP048241.1-88,20,754
CP048241.1-89,39,361
CP048241.1-90,22,712
CP048241.1-91,63,151
CP048241.1-92,72,111
CP048241.1-93,33,466
CP048241.1-94,39,362
CP048241.1-95,38,380
CP048241.1-96,3,1206
CP048241.1-97,12,979
CP048241.1-98,79,86
CP048241.1-99,15,902
CP048241.1-100,34,445
CP048241.1-101,11,1011
CP048241.1-102,28,555
CP048241.1-103,45,283
CP048241.1-104,5,1166
CP048241.1-105,18,814
CP048241.1-106,33,467
CP048241.1-107,15,903
CP048241.1-108,38,381
CP048241.1-109,17,845
CP048241.1-110,47,261
CP048241.1-111,19,779
CP048241.1-112,11,1012
CP048241.1-113,11,1013
CP048241.1-114,12,980
CP048241.1-115,51,229
CP048241.1-116,34,446
CP048241.1-117,58,186
CP048241.1-118,27,587
CP048241.1-119,28,556
CP048241.1-120,13,953
