Bin index,yH299-parent-pool4,yH299-parent-pool4 rank
CP048232.1-42,78,30
CP048232.1-43,138,2
CP048232.1-44,73,34
CP048232.1-45,62,52
CP048232.1-46,21,428
CP048232.1-47,72,36
CP048232.1-48,20,452
CP048232.1-49,21,429
CP048232.1-50,28,264
CP048232.1-51,10,835
CP048232.1-52,17,553
CP048232.1-53,4,1096
CP048233.1-0,3,1148
CP048233.1-1,7,979
CP048233.1-2,36,170
CP048233.1-3,16,589
CP048233.1-4,4,1097
CP048233.1-5,33,207
CP048233.1-6,14,659
CP048233.1-7,20,453
CP048233.1-8,15,619
CP048233.1-9,49,80
CP048233.1-10,33,208
CP048233.1-11,5,1059
CP048233.1-12,26,303
CP048233.1-13,15,620
CP048233.1-14,16,590
CP048233.1-15,9,883
CP048233.1-16,23,377
CP048233.1-17,4,1098
CP048233.1-18,34,195
CP048233.1-19,6,1017
CP048233.1-20,4,1099
CP048233.1-21,11,791
CP048233.1-22,5,1060
CP048233.1-23,3,1149
CP048233.1-24,24,342
CP048233.1-25,8,930
CP048233.1-26,8,931
CP048233.1-27,9,884
CP048233.1-28,3,1150
CP048233.1-29,4,1100
CP048233.1-30,12,742
CP048233.1-31,8,932
CP048233.1-32,2,1182
CP048233.1-33,6,1018
CP048233.1-34,10,836
CP048233.1-35,11,792
CP048233.1-36,8,933
CP048233.1-37,5,1061
CP048233.1-38,24,343
CP048233.1-39,19,482
CP048233.1-40,17,554
CP048233.1-41,11,793
CP048233.1-42,13,697
CP048233.1-43,13,698
CP048233.1-44,15,621
CP048233.1-45,13,699
CP048233.1-46,12,743
CP048233.1-47,32,220
CP048233.1-48,10,837
CP048233.1-49,21,430
CP048233.1-50,18,510
CP048233.1-51,17,555
CP048233.1-52,6,1019
CP048233.1-53,50,78
CP048233.1-54,43,110
CP048233.1-55,60,58
CP048233.1-56,22,408
CP048233.1-57,37,159
CP048233.1-58,42,119
CP048233.1-59,57,63
CP048233.1-60,72,37
CP048233.1-61,36,171
CP048233.1-62,32,221
CP048233.1-63,34,196
CP048233.1-64,88,18
CP048233.1-65,17,556
CP048233.1-66,61,56
CP048233.1-67,23,378
CP048233.1-68,43,111
CP048233.1-69,1,1214
CP048234.1-0,0,1238
CP048234.1-1,2,1183
CP048234.1-2,0,1239
CP048234.1-3,0,1240
CP048234.1-4,5,1062
CP048234.1-5,7,980
CP048234.1-6,11,794
CP048234.1-7,8,934
CP048234.1-8,14,660
CP048234.1-9,18,511
CP048234.1-10,10,838
CP048234.1-11,9,885
CP048234.1-12,37,160
CP048234.1-13,36,172
CP048234.1-14,33,209
CP048234.1-15,10,839
CP048234.1-16,7,981
CP048234.1-17,13,700
CP048234.1-18,13,701
CP048234.1-19,44,106
CP048234.1-20,32,222
CP048234.1-21,35,184
CP048234.1-22,43,112
CP048234.1-23,100,11
CP048234.1-24,35,185
CP048234.1-25,52,74
CP048234.1-26,72,38
CP048234.1-27,49,81
CP048234.1-28,52,75
CP048234.1-29,24,344
CP048234.1-30,53,71
CP048234.1-31,66,46
CP048234.1-32,33,210
CP048234.1-33,23,379
CP048234.1-34,9,886
CP048234.1-35,11,795
CP048234.1-36,36,173
CP048234.1-37,22,409
CP048234.1-38,18,512
CP048234.1-39,41,126
CP048234.1-40,10,840
CP048234.1-41,25,321
CP048234.1-42,12,744
CP048234.1-43,34,197
CP048234.1-44,56,65
CP048234.1-45,12,745
CP048234.1-46,35,186
CP048234.1-47,17,557
CP048234.1-48,12,746
CP048234.1-49,38,149
CP048234.1-50,36,174
CP048234.1-51,4,1101
CP048234.1-52,20,454
CP048234.1-53,20,455
CP048234.1-54,3,1151
CP048234.1-55,7,982
CP048234.1-56,20,456
CP048234.1-57,42,120
CP048234.1-58,28,265
CP048234.1-59,8,935
CP048234.1-60,4,1102
CP048234.1-61,24,345
CP048234.1-62,37,161
CP048234.1-63,19,483
CP048234.1-64,28,266
CP048234.1-65,22,410
CP048234.1-66,24,346
CP048234.1-67,14,661
CP048234.1-68,3,1152
CP048234.1-69,0,1241
CP048234.1-70,1,1215
CP048235.1-0,2,1184
CP048235.1-1,0,1242
CP048235.1-2,2,1185
CP048235.1-3,23,380
CP048235.1-4,34,198
CP048235.1-5,44,107
CP048235.1-6,1,1216
CP048235.1-7,33,211
CP048235.1-8,55,66
CP048235.1-9,24,347
CP048235.1-10,17,558
CP048235.1-11,13,702
CP048235.1-12,21,431
CP048235.1-13,13,703
CP048235.1-14,48,83
CP048235.1-15,19,484
CP048235.1-16,88,19
CP048235.1-17,9,887
CP048235.1-18,38,150
CP048235.1-19,38,151
CP048235.1-20,53,72
CP048235.1-21,10,841
CP048235.1-22,19,485
CP048235.1-23,53,73
CP048235.1-24,119,4
CP048235.1-25,58,61
CP048235.1-26,25,322
CP048235.1-27,36,175
CP048235.1-28,12,747
CP048235.1-29,26,304
CP048235.1-30,43,113
CP048235.1-31,9,888
CP048235.1-32,10,842
CP048235.1-33,9,889
CP048235.1-34,39,139
CP048235.1-35,28,267
CP048235.1-36,18,513
CP048235.1-37,24,348
CP048235.1-38,5,1063
CP048235.1-39,8,936
CP048235.1-40,8,937
CP048235.1-41,8,938
CP048235.1-42,23,381
CP048235.1-43,54,67
CP048235.1-44,1,1217
CP048235.1-45,8,939
CP048235.1-46,23,382
CP048235.1-47,39,140
CP048235.1-48,32,223
CP048235.1-49,13,704
CP048235.1-50,23,383
CP048235.1-51,14,662
CP048235.1-52,3,1153
CP048235.1-53,23,384
CP048235.1-54,9,890
CP048235.1-55,25,323
CP048235.1-56,6,1020
CP048235.1-57,9,891
CP048235.1-58,10,843
CP048235.1-59,7,983
CP048235.1-60,18,514
CP048235.1-61,20,457
CP048235.1-62,21,432
CP048235.1-63,28,268
CP048235.1-64,21,433
CP048235.1-65,2,1186
CP048235.1-66,11,796
CP048235.1-67,5,1064
CP048235.1-68,10,844
CP048235.1-69,20,458
CP048235.1-70,27,285
CP048235.1-71,11,797
CP048235.1-72,3,1154
CP048235.1-73,18,515
CP048235.1-74,24,349
CP048235.1-75,51,76
CP048235.1-76,9,892
CP048235.1-77,13,705
CP048235.1-78,7,984
CP048235.1-79,11,798
CP048235.1-80,17,559
CP048235.1-81,25,324
CP048235.1-82,11,799
CP048235.1-83,16,591
CP048235.1-84,11,800
CP048235.1-85,3,1155
CP048235.1-86,26,305
CP048235.1-87,6,1021
CP048235.1-88,28,269
CP048235.1-89,17,560
CP048235.1-90,21,434
CP048235.1-91,20,459
CP048235.1-92,10,845
CP048235.1-93,9,893
CP048236.1-0,8,940
CP048236.1-1,0,1243
CP048236.1-2,6,1022
CP048236.1-3,39,141
CP048236.1-4,68,40
CP048236.1-5,73,35
CP048236.1-6,23,385
CP048236.1-7,27,286
CP048236.1-8,58,62
CP048236.1-9,47,86
CP048236.1-10,24,350
CP048236.1-11,67,43
CP048236.1-12,60,59
CP048236.1-13,33,212
CP048236.1-14,24,351
CP048236.1-15,24,352
CP048236.1-16,43,114
CP048236.1-17,18,516
CP048236.1-18,3,1156
CP048236.1-19,38,152
CP048236.1-20,35,187
CP048236.1-21,8,941
CP048236.1-22,6,1023
CP048236.1-23,22,411
CP048236.1-24,11,801
CP048236.1-25,4,1103
CP048236.1-26,20,460
CP048236.1-27,32,224
CP048236.1-28,42,121
CP048236.1-29,25,325
CP048236.1-30,4,1104
CP048236.1-31,24,353
CP048236.1-32,15,622
CP048236.1-33,11,802
CP048236.1-34,1,1218
CP048236.1-35,14,663
CP048236.1-36,26,306
CP048236.1-37,15,623
CP048236.1-38,10,846
CP048236.1-39,33,213
CP048236.1-40,4,1105
CP048236.1-41,5,1065
CP048236.1-42,18,517
CP048236.1-43,11,803
CP048236.1-44,19,486
CP048236.1-45,7,985
CP048236.1-46,13,706
CP048236.1-47,41,127
CP048236.1-48,8,942
CP048236.1-49,11,804
CP048236.1-50,11,805
CP048236.1-51,28,270
CP048236.1-52,8,943
CP048236.1-53,14,664
CP048236.1-54,6,1024
CP048236.1-55,20,461
CP048236.1-56,6,1025
CP048236.1-57,26,307
CP048236.1-58,15,624
CP048236.1-59,22,412
CP048236.1-60,20,462
CP048236.1-61,2,1187
CP048236.1-62,6,1026
CP048236.1-63,18,518
CP048236.1-64,31,233
CP048236.1-65,7,986
CP048236.1-66,6,1027
CP048236.1-67,10,847
CP048236.1-68,4,1106
CP048236.1-69,12,748
CP048236.1-70,40,133
CP048236.1-71,9,894
CP048236.1-72,9,895
CP048236.1-73,23,386
CP048236.1-74,14,665
CP048236.1-75,2,1188
CP048236.1-76,4,1107
CP048236.1-77,24,354
CP048236.1-78,8,944
CP048236.1-79,10,848
CP048236.1-80,4,1108
CP048236.1-81,14,666
CP048236.1-82,14,667
CP048236.1-83,13,707
CP048236.1-84,14,668
CP048236.1-85,1,1219
CP048236.1-86,16,592
CP048236.1-87,27,287
CP048236.1-88,11,806
CP048236.1-89,13,708
CP048236.1-90,7,987
CP048236.1-91,10,849
CP048236.1-92,24,355
CP048236.1-93,39,142
CP048236.1-94,10,850
CP048236.1-95,5,1066
CP048236.1-96,18,519
CP048236.1-97,1,1220
CP048236.1-98,24,356
CP048236.1-99,4,1109
CP048236.1-100,2,1189
CP048237.1-0,1,1221
CP048237.1-1,0,1244
CP048237.1-2,12,749
CP048237.1-3,16,593
CP048237.1-4,12,750
CP048237.1-5,14,669
CP048237.1-6,5,1067
CP048237.1-7,35,188
CP048237.1-8,18,520
CP048237.1-9,9,896
CP048237.1-10,6,1028
CP048237.1-11,7,988
CP048237.1-12,6,1029
CP048237.1-13,10,851
CP048237.1-14,9,897
CP048237.1-15,6,1030
CP048237.1-16,5,1068
CP048237.1-17,11,807
CP048237.1-18,18,521
CP048237.1-19,15,625
CP048237.1-20,14,670
CP048237.1-21,9,898
CP048237.1-22,18,522
CP048237.1-23,10,852
CP048237.1-24,26,308
CP048237.1-25,13,709
CP048237.1-26,4,1110
CP048237.1-27,5,1069
CP048237.1-28,5,1070
CP048237.1-29,2,1190
CP048237.1-30,5,1071
CP048237.1-31,6,1031
CP048237.1-32,14,671
CP048237.1-33,14,672
CP048237.1-34,22,413
CP048237.1-35,21,435
CP048237.1-36,16,594
CP048237.1-37,7,989
CP048237.1-38,25,326
CP048237.1-39,33,214
CP048237.1-40,30,241
CP048237.1-41,7,990
CP048237.1-42,13,710
CP048237.1-43,12,751
CP048237.1-44,17,561
CP048237.1-45,3,1157
CP048237.1-46,14,673
CP048237.1-47,15,626
CP048237.1-48,30,242
CP048237.1-49,15,627
CP048237.1-50,0,1245
CP048237.1-51,30,243
CP048237.1-52,6,1032
CP048237.1-53,8,945
CP048237.1-54,36,176
CP048237.1-55,7,991
CP048237.1-56,2,1191
CP048237.1-57,20,463
CP048237.1-58,2,1192
CP048237.1-59,0,1246
CP048237.1-60,19,487
CP048237.1-61,36,177
CP048237.1-62,13,711
CP048237.1-63,12,752
CP048237.1-64,17,562
CP048237.1-65,17,563
CP048237.1-66,10,853
CP048237.1-67,21,436
CP048237.1-68,12,753
CP048237.1-69,15,628
CP048237.1-70,9,899
CP048237.1-71,19,488
CP048237.1-72,8,946
CP048237.1-73,47,87
CP048237.1-74,23,387
CP048237.1-75,30,244
CP048237.1-76,8,947
CP048237.1-77,8,948
CP048237.1-78,13,712
CP048237.1-79,12,754
CP048237.1-80,10,854
CP048237.1-81,43,115
CP048237.1-82,34,199
CP048237.1-83,15,629
CP048237.1-84,12,755
CP048237.1-85,47,88
CP048237.1-86,44,108
CP048237.1-87,29,251
CP048237.1-88,24,357
CP048237.1-89,23,388
CP048237.1-90,22,414
CP048237.1-91,79,29
CP048237.1-92,33,215
CP048237.1-93,21,437
CP048237.1-94,28,271
CP048237.1-95,90,16
CP048237.1-96,34,200
CP048237.1-97,168,1
CP048237.1-98,74,32
CP048237.1-99,132,3
CP048237.1-100,25,327
CP048237.1-101,19,489
CP048237.1-102,26,309
CP048237.1-103,17,564
CP048237.1-104,16,595
CP048237.1-105,11,808
CP048238.1-0,2,1193
CP048238.1-1,0,1247
CP048238.1-2,6,1033
CP048238.1-3,13,713
CP048238.1-4,38,153
CP048238.1-5,14,674
CP048238.1-6,39,143
CP048238.1-7,29,252
CP048238.1-8,18,523
CP048238.1-9,5,1072
CP048238.1-10,14,675
CP048238.1-11,18,524
CP048238.1-12,24,358
CP048238.1-13,19,490
CP048238.1-14,12,756
CP048238.1-15,39,144
CP048238.1-16,28,272
CP048238.1-17,41,128
CP048238.1-18,28,273
CP048238.1-19,28,274
CP048238.1-20,6,1034
CP048238.1-21,2,1194
CP048238.1-22,12,757
CP048238.1-23,7,992
CP048238.1-24,7,993
CP048238.1-25,23,389
CP048238.1-26,18,525
CP048238.1-27,36,178
CP048238.1-28,22,415
CP048238.1-29,46,92
CP048238.1-30,7,994
CP048238.1-31,34,201
CP048238.1-32,34,202
CP048238.1-33,26,310
CP048238.1-34,15,630
CP048238.1-35,62,53
CP048238.1-36,37,162
CP048238.1-37,24,359
CP048238.1-38,31,234
CP048238.1-39,105,10
CP048238.1-40,60,60
CP048238.1-41,7,995
CP048238.1-42,15,631
CP048238.1-43,40,134
CP048238.1-44,113,6
CP048238.1-45,39,145
CP048238.1-46,4,1111
CP048238.1-47,28,275
CP048238.1-48,42,122
CP048238.1-49,16,596
CP048238.1-50,13,714
CP048238.1-51,28,276
CP048238.1-52,9,900
CP048238.1-53,25,328
CP048238.1-54,29,253
CP048238.1-55,27,288
CP048238.1-56,28,277
CP048238.1-57,25,329
CP048238.1-58,0,1248
CP048238.1-59,13,715
CP048238.1-60,21,438
CP048238.1-61,0,1249
CP048238.1-62,4,1112
CP048238.1-63,1,1222
CP048238.1-64,6,1035
CP048238.1-65,1,1223
CP048238.1-66,12,758
CP048238.1-67,17,565
CP048238.1-68,36,179
CP048238.1-69,13,716
CP048238.1-70,28,278
CP048238.1-71,35,189
CP048238.1-72,13,717
CP048238.1-73,17,566
CP048238.1-74,0,1250
CP048238.1-75,1,1224
CP048239.1-0,1,1225
CP048239.1-1,0,1251
CP048239.1-2,5,1073
CP048239.1-3,37,163
CP048239.1-4,15,632
CP048239.1-5,45,100
CP048239.1-6,35,190
CP048239.1-7,4,1113
CP048239.1-8,18,526
CP048239.1-9,6,1036
CP048239.1-10,32,225
CP048239.1-11,15,633
CP048239.1-12,11,809
CP048239.1-13,10,855
CP048239.1-14,11,810
CP048239.1-15,42,123
CP048239.1-16,20,464
CP048239.1-17,64,47
CP048239.1-18,54,68
CP048239.1-19,13,718
CP048239.1-20,32,226
CP048239.1-21,25,330
CP048239.1-22,41,129
CP048239.1-23,115,5
CP048239.1-24,82,24
CP048239.1-25,25,331
CP048239.1-26,21,439
CP048239.1-27,62,54
CP048239.1-28,37,164
CP048239.1-29,24,360
CP048239.1-30,46,93
CP048239.1-31,30,245
CP048239.1-32,10,856
CP048239.1-33,36,180
CP048239.1-34,10,857
CP048239.1-35,15,634
CP048239.1-36,12,759
CP048239.1-37,3,1158
CP048239.1-38,18,527
CP048239.1-39,17,567
CP048239.1-40,29,254
CP048239.1-41,31,235
CP048239.1-42,17,568
CP048239.1-43,6,1037
CP048239.1-44,21,440
CP048239.1-45,6,1038
CP048239.1-46,3,1159
CP048239.1-47,1,1226
CP048239.1-48,12,760
CP048239.1-49,16,597
CP048239.1-50,13,719
CP048239.1-51,10,858
CP048239.1-52,0,1252
CP048239.1-53,6,1039
CP048239.1-54,13,720
CP048239.1-55,18,528
CP048239.1-56,4,1114
CP048239.1-57,4,1115
CP048239.1-58,0,1253
CP048239.1-59,15,635
CP048239.1-60,18,529
CP048239.1-61,16,598
CP048239.1-62,18,530
CP048239.1-63,1,1227
CP048239.1-64,18,531
CP048239.1-65,27,289
CP048239.1-66,11,811
CP048239.1-67,5,1074
CP048239.1-68,15,636
CP048239.1-69,4,1116
CP048239.1-70,7,996
CP048239.1-71,10,859
CP048239.1-72,28,279
CP048239.1-73,18,532
CP048239.1-74,9,901
CP048239.1-75,12,761
CP048239.1-76,14,676
CP048239.1-77,12,762
CP048239.1-78,8,949
CP048239.1-79,3,1160
CP048239.1-80,0,1254
CP048239.1-81,4,1117
CP048239.1-82,1,1228
CP048239.1-83,6,1040
CP048239.1-84,11,812
CP048239.1-85,2,1195
CP048239.1-86,18,533
CP048239.1-87,7,997
CP048239.1-88,11,813
CP048239.1-89,9,902
CP048239.1-90,8,950
CP048239.1-91,4,1118
CP048239.1-92,6,1041
CP048239.1-93,8,951
CP048239.1-94,22,416
CP048239.1-95,18,534
CP048239.1-96,9,903
CP048239.1-97,2,1196
CP048239.1-98,7,998
CP048239.1-99,15,637
CP048239.1-100,17,569
CP048239.1-101,23,390
CP048239.1-102,7,999
CP048239.1-103,6,1042
CP048239.1-104,4,1119
CP048239.1-105,5,1075
CP048239.1-106,22,417
CP048239.1-107,4,1120
CP048239.1-108,4,1121
CP048239.1-109,4,1122
CP048239.1-110,8,952
CP048239.1-111,12,763
CP048239.1-112,18,535
CP048239.1-113,12,764
CP048239.1-114,11,814
CP048239.1-115,5,1076
CP048239.1-116,4,1123
CP048239.1-117,12,765
CP048239.1-118,15,638
CP048239.1-119,21,441
CP048239.1-120,8,953
CP048239.1-121,9,904
CP048239.1-122,1,1229
CP048239.1-123,0,1255
CP048239.1-124,2,1197
CP048240.1-0,0,1256
CP048240.1-1,0,1257
CP048240.1-2,17,570
CP048240.1-3,32,227
CP048240.1-4,21,442
CP048240.1-5,3,1161
CP048240.1-6,19,491
CP048240.1-7,32,228
CP048240.1-8,15,639
CP048240.1-9,20,465
CP048240.1-10,3,1162
CP048240.1-11,22,418
CP048240.1-12,11,815
CP048240.1-13,12,766
CP048240.1-14,47,89
CP048240.1-15,20,466
CP048240.1-16,18,536
CP048240.1-17,27,290
CP048240.1-18,32,229
CP048240.1-19,41,130
CP048240.1-20,19,492
CP048240.1-21,24,361
CP048240.1-22,23,391
CP048240.1-23,20,467
CP048240.1-24,54,69
CP048240.1-25,92,15
CP048240.1-26,81,25
CP048240.1-27,87,20
CP048240.1-28,61,57
CP048240.1-29,80,26
CP048240.1-30,34,203
CP048240.1-31,27,291
CP048240.1-32,33,216
CP048240.1-33,18,537
CP048240.1-34,45,101
CP048240.1-35,4,1124
CP048240.1-36,12,767
CP048240.1-37,31,236
CP048240.1-38,29,255
CP048240.1-39,30,246
CP048240.1-40,46,94
CP048240.1-41,25,332
CP048240.1-42,24,362
CP048240.1-43,12,768
CP048240.1-44,18,538
CP048240.1-45,21,443
CP048240.1-46,11,816
CP048240.1-47,16,599
CP048240.1-48,31,237
CP048240.1-49,9,905
CP048240.1-50,16,600
CP048240.1-51,20,468
CP048240.1-52,11,817
CP048240.1-53,10,860
CP048240.1-54,2,1198
CP048240.1-55,4,1125
CP048240.1-56,29,256
CP048240.1-57,26,311
CP048240.1-58,17,571
CP048240.1-59,16,601
CP048240.1-60,15,640
CP048240.1-61,26,312
CP048240.1-62,2,1199
CP048240.1-63,13,721
CP048240.1-64,6,1043
CP048240.1-65,10,861
CP048240.1-66,13,722
CP048240.1-67,13,723
CP048240.1-68,10,862
CP048240.1-69,9,906
CP048240.1-70,6,1044
CP048240.1-71,17,572
CP048240.1-72,37,165
CP048240.1-73,30,247
CP048240.1-74,23,392
CP048240.1-75,12,769
CP048240.1-76,20,469
CP048240.1-77,24,363
CP048240.1-78,7,1000
CP048240.1-79,5,1077
CP048240.1-80,3,1163
CP048240.1-81,12,770
CP048240.1-82,9,907
CP048240.1-83,4,1126
CP048240.1-84,10,863
CP048240.1-85,6,1045
CP048240.1-86,23,393
CP048240.1-87,15,641
CP048240.1-88,46,95
CP048240.1-89,15,642
CP048240.1-90,6,1046
CP048240.1-91,29,257
CP048240.1-92,7,1001
CP048240.1-93,21,444
CP048240.1-94,9,908
CP048240.1-95,16,602
CP048240.1-96,4,1127
CP048240.1-97,12,771
CP048240.1-98,12,772
CP048240.1-99,20,470
CP048240.1-100,4,1128
CP048240.1-101,3,1164
CP048240.1-102,8,954
CP048240.1-103,12,773
CP048240.1-104,22,419
CP048240.1-105,13,724
CP048240.1-106,21,445
CP048240.1-107,36,181
CP048240.1-108,4,1129
CP048240.1-109,10,864
CP048240.1-110,11,818
CP048240.1-111,24,364
CP048240.1-112,13,725
CP048240.1-113,15,643
CP048240.1-114,4,1130
CP048240.1-115,28,280
CP048240.1-116,11,819
CP048240.1-117,26,313
CP048240.1-118,15,644
CP048240.1-119,9,909
CP048240.1-120,19,493
CP048240.1-121,6,1047
CP048240.1-122,8,955
CP048240.1-123,6,1048
CP048240.1-124,16,603
CP048240.1-125,8,956
CP048240.1-126,29,258
CP048240.1-127,19,494
CP048240.1-128,8,957
CP048240.1-129,23,394
CP048240.1-130,4,1131
CP048241.1-0,6,1049
CP048241.1-1,2,1200
CP048241.1-2,21,446
CP048241.1-3,17,573
CP048241.1-4,28,281
CP048241.1-5,23,395
CP048241.1-6,13,726
CP048241.1-7,33,217
CP048241.1-8,4,1132
CP048241.1-9,29,259
CP048241.1-10,8,958
CP048241.1-11,36,182
CP048241.1-12,11,820
CP048241.1-13,4,1133
CP048241.1-14,13,727
CP048241.1-15,19,495
CP048241.1-16,15,645
CP048241.1-17,7,1002
CP048241.1-18,38,154
CP048241.1-19,2,1201
CP048241.1-20,2,1202
CP048241.1-21,5,1078
CP048241.1-22,37,166
CP048241.1-23,5,1079
CP048241.1-24,9,910
CP048241.1-25,9,911
CP048241.1-26,7,1003
CP048241.1-27,12,774
CP048241.1-28,9,912
CP048241.1-29,20,471
CP048241.1-30,6,1050
CP048241.1-31,3,1165
CP048241.1-32,8,959
CP048241.1-33,17,574
CP048241.1-34,8,960
CP048241.1-35,32,230
CP048241.1-36,7,1004
CP048241.1-37,14,677
CP048241.1-38,26,314
CP048241.1-39,11,821
CP048241.1-40,13,728
CP048241.1-41,3,1166
CP048241.1-42,13,729
CP048241.1-43,9,913
CP048241.1-44,16,604
CP048241.1-45,20,472
CP048241.1-46,27,292
CP048241.1-47,22,420
CP048241.1-48,14,678
CP048241.1-49,26,315
CP048241.1-50,17,575
CP048241.1-51,11,822
CP048241.1-52,6,1051
CP048241.1-53,5,1080
CP048241.1-54,14,679
CP048241.1-55,13,730
CP048241.1-56,8,961
CP048241.1-57,17,576
CP048241.1-58,19,496
CP048241.1-59,9,914
CP048241.1-60,13,731
CP048241.1-61,24,365
CP048241.1-62,21,447
CP048241.1-63,6,1052
CP048241.1-64,18,539
CP048241.1-65,12,775
CP048241.1-66,27,293
CP048241.1-67,16,605
CP048241.1-68,33,218
CP048241.1-69,24,366
CP048241.1-70,7,1005
CP048241.1-71,5,1081
CP048241.1-72,12,776
CP048241.1-73,12,777
CP048241.1-74,15,646
CP048241.1-75,20,473
CP048241.1-76,20,474
CP048241.1-77,8,962
CP048241.1-78,17,577
CP048241.1-79,44,109
CP048241.1-80,2,1203
CP048241.1-81,12,778
CP048241.1-82,10,865
CP048241.1-83,17,578
CP048241.1-84,16,606
CP048241.1-85,24,367
CP048241.1-86,14,680
CP048241.1-87,9,915
CP048241.1-88,15,647
CP048241.1-89,23,396
CP048241.1-90,22,421
CP048241.1-91,51,77
CP048241.1-92,45,102
CP048241.1-93,14,681
CP048241.1-94,23,397
CP048241.1-95,16,607
CP048241.1-96,2,1204
CP048241.1-97,8,963
CP048241.1-98,36,183
CP048241.1-99,10,866
CP048241.1-100,16,608
CP048241.1-101,5,1082
CP048241.1-102,24,368
CP048241.1-103,23,398
CP048241.1-104,8,964
CP048241.1-105,8,965
CP048241.1-106,17,579
CP048241.1-107,9,916
CP048241.1-108,21,448
CP048241.1-109,5,1083
CP048241.1-110,24,369
CP048241.1-111,7,1006
CP048241.1-112,4,1134
CP048241.1-113,6,1053
CP048241.1-114,5,1084
CP048241.1-115,19,497
CP048241.1-116,25,333
CP048241.1-117,37,167
CP048241.1-118,14,682
CP048241.1-119,28,282
CP048241.1-120,22,422
CP048241.1-121,3,1167
CP048241.1-122,8,966
CP048241.1-123,24,370
CP048241.1-124,45,103
CP048241.1-125,45,104
